regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,64,2,0.0312,4.0,1024,1024,1024,4096,1120,1279.726,2287.935,1280.526,0.0008
mixed,64,2,0.0312,4.0,1024,1024,2048,8192,2240,1669.896,3669.354,1654.791,-0.0076
mixed,64,2,0.0312,4.0,1024,1024,4096,16384,4480,2420.923,6388.452,2392.477,-0.0072
mixed,64,2,0.0312,4.0,1024,2048,128,512,140,1206.765,1342.702,1225.616,0.1387
mixed,64,2,0.0312,4.0,1024,2048,256,1024,280,1260.847,1519.049,1276.236,0.0596
mixed,64,2,0.0312,4.0,1024,2048,512,2048,560,1369.387,1872.228,1370.156,0.0015
mixed,64,2,0.0312,4.0,1024,2048,1024,4096,1120,1550.25,2569.05,1560.04,0.0096
mixed,64,2,0.0312,4.0,1024,2048,2048,8192,2240,1935.749,3924.582,1933.026,-0.0014
mixed,64,2,0.0312,4.0,1024,2048,4096,16384,4480,2696.665,6687.773,2677.659,-0.0048
mixed,64,2,0.0312,4.0,1024,4096,128,512,140,1763.078,1894.885,1775.365,0.0932
mixed,64,2,0.0312,4.0,1024,4096,256,1024,280,1811.749,2072.323,1828.485,0.0642
mixed,64,2,0.0312,4.0,1024,4096,512,2048,560,1921.989,2424.893,1926.373,0.0087
mixed,64,2,0.0312,4.0,1024,4096,1024,4096,1120,2109.153,3112.663,2113.665,0.0045
mixed,64,2,0.0312,4.0,1024,4096,2048,8192,2240,2493.02,4492.7,2485.597,-0.0037
mixed,64,2,0.0312,4.0,1024,4096,4096,16384,4480,3236.143,7216.439,3241.138,0.0013
mixed,64,2,0.0312,4.0,1024,8192,128,512,140,2857.719,2991.349,2871.447,0.1027
mixed,64,2,0.0312,4.0,1024,8192,256,1024,280,2907.446,3174.256,2919.798,0.0463
mixed,64,2,0.0312,4.0,1024,8192,512,2048,560,3012.374,3524.909,3012.408,0.0001
mixed,64,2,0.0312,4.0,1024,8192,1024,4096,1120,3200.114,4218.117,3214.992,0.0146
mixed,64,2,0.0312,4.0,1024,8192,2048,8192,2240,3590.672,5582.699,3579.533,-0.0056
mixed,64,2,0.0312,4.0,1024,8192,4096,16384,4480,4335.267,8314.729,4317.06,-0.0046
mixed,64,2,0.0312,4.0,2048,0,128,512,140,1053.33,1189.007,1067.986,0.108
mixed,64,2,0.0312,4.0,2048,0,256,1024,280,1103.279,1368.335,1119.088,0.0596
mixed,64,2,0.0312,4.0,2048,0,512,2048,560,1214.83,1720.36,1217.806,0.0059
mixed,64,2,0.0312,4.0,2048,0,1024,4096,1120,1402.541,2404.956,1404.077,0.0015
mixed,64,2,0.0312,4.0,2048,0,2048,8192,2240,1780.103,3778.958,1782.952,0.0014
mixed,64,2,0.0312,4.0,2048,0,4096,16384,4480,2533.563,6501.477,2517.533,-0.004
mixed,64,2,0.0312,4.0,2048,512,128,512,140,1385.165,1518.987,1401.996,0.1258
mixed,64,2,0.0312,4.0,2048,512,256,1024,280,1434.893,1701.8,1453.644,0.0703
mixed,64,2,0.0312,4.0,2048,512,512,2048,560,1550.891,2053.025,1550.955,0.0001
mixed,64,2,0.0312,4.0,2048,512,1024,4096,1120,1730.248,2768.409,1739.977,0.0094
mixed,64,2,0.0312,4.0,2048,512,2048,8192,2240,2110.339,4130.309,2116.578,0.0031
mixed,64,2,0.0312,4.0,2048,512,4096,16384,4480,2867.416,6878.495,2859.353,-0.002
mixed,64,2,0.0312,4.0,2048,1024,128,512,140,1726.569,1858.245,1741.766,0.1154
mixed,64,2,0.0312,4.0,2048,1024,256,1024,280,1775.304,2040.868,1789.348,0.0529
mixed,64,2,0.0312,4.0,2048,1024,512,2048,560,1891.621,2381.438,1888.869,-0.0056
mixed,64,2,0.0312,4.0,2048,1024,1024,4096,1120,2076.258,3079.574,2077.955,0.0017
mixed,64,2,0.0312,4.0,2048,1024,2048,8192,2240,2458.59,4439.81,2449.113,-0.0048
mixed,64,2,0.0312,4.0,2048,1024,4096,16384,4480,3219.125,7195.324,3181.716,-0.0094
mixed,64,2,0.0312,4.0,2048,2048,128,512,140,2269.088,2415.871,2289.728,0.1406
mixed,64,2,0.0312,4.0,2048,2048,256,1024,280,2324.705,2596.508,2342.558,0.0657
mixed,64,2,0.0312,4.0,2048,2048,512,2048,560,2437.023,2946.164,2440.158,0.0062
mixed,64,2,0.0312,4.0,2048,2048,1024,4096,1120,2621.98,3628.078,2628.54,0.0065
mixed,64,2,0.0312,4.0,2048,2048,2048,8192,2240,3001.049,5025.623,2999.415,-0.0008
mixed,64,2,0.0312,4.0,2048,2048,4096,16384,4480,3769.132,7746.997,3756.075,-0.0033
mixed,64,2,0.0312,4.0,2048,4096,128,512,140,3370.702,3508.336,3388.464,0.1291
mixed,64,2,0.0312,4.0,2048,4096,256,1024,280,3424.211,3684.429,3439.603,0.0592
mixed,64,2,0.0312,4.0,2048,4096,512,2048,560,3531.151,4044.551,3532.367,0.0024
mixed,64,2,0.0312,4.0,2048,4096,1024,4096,1120,3723.277,4743.838,3716.206,-0.0069
mixed,64,2,0.0312,4.0,2048,4096,2048,8192,2240,4101.223,6109.485,4099.655,-0.0008
mixed,64,2,0.0312,4.0,2048,4096,4096,16384,4480,4855.836,8823.783,4843.354,-0.0031
mixed,64,2,0.0312,4.0,2048,8192,128,512,140,5568.181,5702.387,5585.171,0.1266
mixed,64,2,0.0312,4.0,2048,8192,256,1024,280,5615.539,5876.241,5639.282,0.0911
mixed,64,2,0.0312,4.0,2048,8192,512,2048,560,5726.671,6231.528,5730.196,0.007
mixed,64,2,0.0312,4.0,2048,8192,1024,4096,1120,5908.528,6904.097,5914.639,0.0061
mixed,64,2,0.0312,4.0,2048,8192,2048,8192,2240,6281.323,8305.55,6291.594,0.0051
mixed,64,2,0.0312,4.0,2048,8192,4096,16384,4480,7046.91,11025.613,7032.801,-0.0035
pure,64,3,0.0469,4.0,0,0,128,512,146,97.598,233.373,121.566,0.1765
pure,64,3,0.0469,4.0,0,0,256,1024,292,156.222,409.85,179.711,0.0926
pure,64,3,0.0469,4.0,0,0,512,2048,584,259.709,762.517,295.803,0.0718
pure,64,3,0.0469,4.0,0,0,1024,4096,1168,461.048,1447.404,530.809,0.0707
pure,64,3,0.0469,4.0,0,0,2048,8192,2336,856.18,2817.243,995.923,0.0713
pure,64,3,0.0469,4.0,0,0,4096,16384,4672,1639.754,5556.214,1910.597,0.0692
mixed,64,3,0.0469,4.0,16,0,128,512,146,120.575,255.868,144.83,0.1793
mixed,64,3,0.0469,4.0,16,0,256,1024,292,180.638,429.273,204.765,0.097
mixed,64,3,0.0469,4.0,16,0,512,2048,584,282.524,784.182,322.171,0.079
mixed,64,3,0.0469,4.0,16,0,1024,4096,1168,476.857,1477.869,561.176,0.0842
mixed,64,3,0.0469,4.0,16,0,2048,8192,2336,874.195,2840.348,1009.011,0.0686
mixed,64,3,0.0469,4.0,16,0,4096,16384,4672,1667.497,5583.222,1936.808,0.0688
mixed,64,3,0.0469,4.0,16,512,128,512,146,154.3,290.076,178.077,0.1751
mixed,64,3,0.0469,4.0,16,512,256,1024,292,215.103,466.875,238.684,0.0937
mixed,64,3,0.0469,4.0,16,512,512,2048,584,313.179,814.357,358.747,0.0909
mixed,64,3,0.0469,4.0,16,512,1024,4096,1168,507.609,1515.725,586.744,0.0785
mixed,64,3,0.0469,4.0,16,512,2048,8192,2336,911.988,2878.841,1053.745,0.0721
mixed,64,3,0.0469,4.0,16,512,4096,16384,4672,1700.328,5593.271,1961.062,0.067
mixed,64,3,0.0469,4.0,16,1024,128,512,146,156.576,292.636,181.694,0.1846
mixed,64,3,0.0469,4.0,16,1024,256,1024,292,216.412,469.816,240.924,0.0967
mixed,64,3,0.0469,4.0,16,1024,512,2048,584,321.819,820.5,362.045,0.0807
mixed,64,3,0.0469,4.0,16,1024,1024,4096,1168,518.489,1501.677,596.73,0.0796
mixed,64,3,0.0469,4.0,16,1024,2048,8192,2336,911.572,2875.226,1052.305,0.0717
mixed,64,3,0.0469,4.0,16,1024,4096,16384,4672,1706.534,5583.16,1959.752,0.0653
mixed,64,3,0.0469,4.0,16,2048,128,512,146,160.447,295.613,186.08,0.1896
mixed,64,3,0.0469,4.0,16,2048,256,1024,292,219.615,472.569,242.944,0.0922
mixed,64,3,0.0469,4.0,16,2048,512,2048,584,316.861,822.165,361.083,0.0875
mixed,64,3,0.0469,4.0,16,2048,1024,4096,1168,514.104,1514.699,588.665,0.0745
mixed,64,3,0.0469,4.0,16,2048,2048,8192,2336,926.737,2874.331,1060.496,0.0687
mixed,64,3,0.0469,4.0,16,2048,4096,16384,4672,1697.61,5592.186,1978.343,0.0721
mixed,64,3,0.0469,4.0,16,4096,128,512,146,168.573,305.339,192.508,0.175
mixed,64,3,0.0469,4.0,16,4096,256,1024,292,229.724,483.321,252.987,0.0917
mixed,64,3,0.0469,4.0,16,4096,512,2048,584,327.773,832.5,368.123,0.0799
mixed,64,3,0.0469,4.0,16,4096,1024,4096,1168,532.474,1530.606,609.465,0.0771
mixed,64,3,0.0469,4.0,16,4096,2048,8192,2336,930.484,2879.834,1052.115,0.0624
mixed,64,3,0.0469,4.0,16,4096,4096,16384,4672,1703.98,5594.003,1968.391,0.068
mixed,64,3,0.0469,4.0,16,8192,128,512,146,205.629,341.436,228.127,0.1657
mixed,64,3,0.0469,4.0,16,8192,256,1024,292,266.558,518.072,287.611,0.0837
mixed,64,3,0.0469,4.0,16,8192,512,2048,584,368.286,871.126,409.467,0.0819
mixed,64,3,0.0469,4.0,16,8192,1024,4096,1168,562.456,1552.46,641.176,0.0795
mixed,64,3,0.0469,4.0,16,8192,2048,8192,2336,972.947,2914.715,1102.866,0.0669
mixed,64,3,0.0469,4.0,16,8192,4096,16384,4672,1760.585,5653.845,2007.621,0.0635
mixed,64,3,0.0469,4.0,32,0,128,512,146,152.413,287.677,174.365,0.1623
mixed,64,3,0.0469,4.0,32,0,256,1024,292,211.837,469.369,236.284,0.0949
mixed,64,3,0.0469,4.0,32,0,512,2048,584,317.662,814.934,355.356,0.0758
mixed,64,3,0.0469,4.0,32,0,1024,4096,1168,511.225,1517.419,585.975,0.0743
mixed,64,3,0.0469,4.0,32,0,2048,8192,2336,913.525,2884.284,1044.436,0.0664
mixed,64,3,0.0469,4.0,32,0,4096,16384,4672,1688.076,5627.097,1969.896,0.0715
mixed,64,3,0.0469,4.0,32,512,128,512,146,178.526,315.389,200.574,0.1611
mixed,64,3,0.0469,4.0,32,512,256,1024,292,237.79,494.648,263.486,0.1
mixed,64,3,0.0469,4.0,32,512,512,2048,584,341.214,844.95,381.178,0.0793
mixed,64,3,0.0469,4.0,32,512,1024,4096,1168,538.81,1540.459,607.577,0.0687
mixed,64,3,0.0469,4.0,32,512,2048,8192,2336,942.098,2883.228,1072.945,0.0674
mixed,64,3,0.0469,4.0,32,512,4096,16384,4672,1712.522,5625.208,1988.453,0.0705
mixed,64,3,0.0469,4.0,32,1024,128,512,146,180.125,319.708,205.148,0.1793
mixed,64,3,0.0469,4.0,32,1024,256,1024,292,241.149,494.072,265.564,0.0965
mixed,64,3,0.0469,4.0,32,1024,512,2048,584,344.859,843.927,381.789,0.074
mixed,64,3,0.0469,4.0,32,1024,1024,4096,1168,544.633,1537.518,622.712,0.0786
mixed,64,3,0.0469,4.0,32,1024,2048,8192,2336,947.444,2895.677,1069.236,0.0625
mixed,64,3,0.0469,4.0,32,1024,4096,16384,4672,1726.506,5619.8,1994.406,0.0688
mixed,64,3,0.0469,4.0,32,2048,128,512,146,185.532,321.631,207.743,0.1632
mixed,64,3,0.0469,4.0,32,2048,256,1024,292,244.669,500.281,266.396,0.085
mixed,64,3,0.0469,4.0,32,2048,512,2048,584,349.372,843.062,380.572,0.0632
mixed,64,3,0.0469,4.0,32,2048,1024,4096,1168,544.183,1539.818,621.913,0.0781
mixed,64,3,0.0469,4.0,32,2048,2048,8192,2336,944.147,2902.653,1082.451,0.0706
mixed,64,3,0.0469,4.0,32,2048,4096,16384,4672,1732.585,5656.891,2000.103,0.0682
mixed,64,3,0.0469,4.0,32,4096,128,512,146,199.741,340.539,225.47,0.1827
mixed,64,3,0.0469,4.0,32,4096,256,1024,292,262.555,518.396,284.156,0.0844
mixed,64,3,0.0469,4.0,32,4096,512,2048,584,364.893,865.909,411.546,0.0931
mixed,64,3,0.0469,4.0,32,4096,1024,4096,1168,569.56,1549.422,638.423,0.0703
mixed,64,3,0.0469,4.0,32,4096,2048,8192,2336,959.123,2911.036,1098.192,0.0712
mixed,64,3,0.0469,4.0,32,4096,4096,16384,4672,1743.019,5653.626,2035.847,0.0749
mixed,64,3,0.0469,4.0,32,8192,128,512,146,299.132,434.362,321.851,0.168
mixed,64,3,0.0469,4.0,32,8192,256,1024,292,356.634,609.112,380.955,0.0963
mixed,64,3,0.0469,4.0,32,8192,512,2048,584,459.514,961.621,501.209,0.083
mixed,64,3,0.0469,4.0,32,8192,1024,4096,1168,659.898,1652.587,738.999,0.0797
mixed,64,3,0.0469,4.0,32,8192,2048,8192,2336,1063.892,3037.561,1193.872,0.0659
mixed,64,3,0.0469,4.0,32,8192,4096,16384,4672,1841.798,5768.57,2102.371,0.0664
mixed,64,3,0.0469,4.0,64,0,128,512,146,153.948,292.126,177.693,0.1718
mixed,64,3,0.0469,4.0,64,0,256,1024,292,216.157,472.859,240.285,0.094
mixed,64,3,0.0469,4.0,64,0,512,2048,584,322.747,817.302,361.917,0.0792
mixed,64,3,0.0469,4.0,64,0,1024,4096,1168,516.569,1529.677,597.816,0.0802
mixed,64,3,0.0469,4.0,64,0,2048,8192,2336,920.533,2881.083,1053.875,0.068
mixed,64,3,0.0469,4.0,64,0,4096,16384,4672,1709.29,5599.833,1984.133,0.0706
mixed,64,3,0.0469,4.0,64,512,128,512,146,185.277,323.486,207.997,0.1644
mixed,64,3,0.0469,4.0,64,512,256,1024,292,246.459,497.657,269.629,0.0922
mixed,64,3,0.0469,4.0,64,512,512,2048,584,350.363,854.006,394.875,0.0884
mixed,64,3,0.0469,4.0,64,512,1024,4096,1168,548.152,1544.619,616.953,0.069
mixed,64,3,0.0469,4.0,64,512,2048,8192,2336,952.981,2917.018,1086.962,0.0682
mixed,64,3,0.0469,4.0,64,512,4096,16384,4672,1737.354,5625.852,2006.696,0.0693
mixed,64,3,0.0469,4.0,64,1024,128,512,146,190.717,328.637,213.727,0.1668
mixed,64,3,0.0469,4.0,64,1024,256,1024,292,251.325,510.394,274.907,0.091
mixed,64,3,0.0469,4.0,64,1024,512,2048,584,352.027,860.311,389.66,0.074
mixed,64,3,0.0469,4.0,64,1024,1024,4096,1168,566.426,1554.445,628.567,0.0629
mixed,64,3,0.0469,4.0,64,1024,2048,8192,2336,955.379,2915.42,1083.602,0.0654
mixed,64,3,0.0469,4.0,64,1024,4096,16384,4672,1741.87,5654.681,2000.484,0.0661
mixed,64,3,0.0469,4.0,64,2048,128,512,146,201.565,338.301,225.661,0.1762
mixed,64,3,0.0469,4.0,64,2048,256,1024,292,264.091,522.872,285.917,0.0843
mixed,64,3,0.0469,4.0,64,2048,512,2048,584,362.973,878.901,408.316,0.0879
mixed,64,3,0.0469,4.0,64,2048,1024,4096,1168,565.369,1562.286,640.503,0.0754
mixed,64,3,0.0469,4.0,64,2048,2048,8192,2336,969.748,2919.74,1107.218,0.0705
mixed,64,3,0.0469,4.0,64,2048,4096,16384,4672,1756.396,5680.317,2012.583,0.0653
mixed,64,3,0.0469,4.0,64,4096,128,512,146,278.814,417.884,303.868,0.1802
mixed,64,3,0.0469,4.0,64,4096,256,1024,292,337.208,596.377,365.178,0.1079
mixed,64,3,0.0469,4.0,64,4096,512,2048,584,439.481,951.635,485.403,0.0897
mixed,64,3,0.0469,4.0,64,4096,1024,4096,1168,639.543,1637.419,718.647,0.0793
mixed,64,3,0.0469,4.0,64,4096,2048,8192,2336,1047.251,3011.164,1184.048,0.0697
mixed,64,3,0.0469,4.0,64,4096,4096,16384,4672,1816.588,5758.263,2104.103,0.0729
mixed,64,3,0.0469,4.0,64,8192,128,512,146,359.963,494.843,381.532,0.1599
mixed,64,3,0.0469,4.0,64,8192,256,1024,292,422.492,675.159,445.851,0.0924
mixed,64,3,0.0469,4.0,64,8192,512,2048,584,518.49,1036.082,560.217,0.0806
mixed,64,3,0.0469,4.0,64,8192,1024,4096,1168,720.024,1718.538,798.744,0.0788
mixed,64,3,0.0469,4.0,64,8192,2048,8192,2336,1121.234,3094.906,1251.502,0.066
mixed,64,3,0.0469,4.0,64,8192,4096,16384,4672,1914.183,5848.375,2172.71,0.0657
mixed,64,3,0.0469,4.0,128,0,128,512,146,158.27,291.356,181.277,0.1729
mixed,64,3,0.0469,4.0,128,0,256,1024,292,217.499,472.252,240.955,0.0921
mixed,64,3,0.0469,4.0,128,0,512,2048,584,322.202,816.534,362.139,0.0808
mixed,64,3,0.0469,4.0,128,0,1024,4096,1168,517.691,1513.775,584.25,0.0668
mixed,64,3,0.0469,4.0,128,0,2048,8192,2336,920.309,2892.413,1055.988,0.0688
mixed,64,3,0.0469,4.0,128,0,4096,16384,4672,1706.09,5625.533,1984.714,0.0711
mixed,64,3,0.0469,4.0,128,512,128,512,146,199.582,338.108,223.454,0.1723
mixed,64,3,0.0469,4.0,128,512,256,1024,292,262.108,512.057,281.372,0.0771
mixed,64,3,0.0469,4.0,128,512,512,2048,584,361.852,867.924,406.49,0.0882
mixed,64,3,0.0469,4.0,128,512,1024,4096,1168,564.953,1553.935,634.649,0.0705
mixed,64,3,0.0469,4.0,128,512,2048,8192,2336,956.822,2907.325,1102.13,0.0745
mixed,64,3,0.0469,4.0,128,512,4096,16384,4672,1750.86,5677.886,2037.352,0.073
mixed,64,3,0.0469,4.0,128,1024,128,512,146,206.912,344.987,232.315,0.184
mixed,64,3,0.0469,4.0,128,1024,256,1024,292,268.379,525.496,290.431,0.0858
mixed,64,3,0.0469,4.0,128,1024,512,2048,584,371.259,876.343,410.586,0.0779
mixed,64,3,0.0469,4.0,128,1024,1024,4096,1168,565.882,1560.172,638.613,0.0731
mixed,64,3,0.0469,4.0,128,1024,2048,8192,2336,979.219,2929.245,1106.805,0.0654
mixed,64,3,0.0469,4.0,128,1024,4096,16384,4672,1758.122,5675.58,2023.464,0.0677
mixed,64,3,0.0469,4.0,128,2048,128,512,146,283.326,417.563,307.868,0.1828
mixed,64,3,0.0469,4.0,128,2048,256,1024,292,342.909,597.496,368.219,0.0994
mixed,64,3,0.0469,4.0,128,2048,512,2048,584,448.282,947.125,496.954,0.0976
mixed,64,3,0.0469,4.0,128,2048,1024,4096,1168,645.913,1642.382,713.368,0.0677
mixed,64,3,0.0469,4.0,128,2048,2048,8192,2336,1053.619,3022.46,1190.162,0.0694
mixed,64,3,0.0469,4.0,128,2048,4096,16384,4672,1835.116,5761.885,2100.33,0.0675
mixed,64,3,0.0469,4.0,128,4096,128,512,146,363.421,502.908,390.845,0.1966
mixed,64,3,0.0469,4.0,128,4096,256,1024,292,422.682,673.05,449.051,0.1053
mixed,64,3,0.0469,4.0,128,4096,512,2048,584,527.93,1020.466,570.774,0.087
mixed,64,3,0.0469,4.0,128,4096,1024,4096,1168,727.221,1720.842,801.079,0.0743
mixed,64,3,0.0469,4.0,128,4096,2048,8192,2336,1124.756,3084.732,1265.234,0.0717
mixed,64,3,0.0469,4.0,128,4096,4096,16384,4672,1912.361,5836.059,2193.191,0.0716
mixed,64,3,0.0469,4.0,128,8192,128,512,146,510.265,646.84,536.121,0.1893
mixed,64,3,0.0469,4.0,128,8192,256,1024,292,572.729,825.974,595.961,0.0917
mixed,64,3,0.0469,4.0,128,8192,512,2048,584,676.214,1167.025,713.4,0.0758
mixed,64,3,0.0469,4.0,128,8192,1024,4096,1168,873.013,1883.402,950.197,0.0764
mixed,64,3,0.0469,4.0,128,8192,2048,8192,2336,1274.836,3229.306,1416.175,0.0723
mixed,64,3,0.0469,4.0,128,8192,4096,16384,4672,2055.879,5956.124,2318.502,0.0673
mixed,64,3,0.0469,4.0,256,0,128,512,146,222.749,360.446,244.831,0.1604
mixed,64,3,0.0469,4.0,256,0,256,1024,292,282.877,537.211,306.268,0.092
mixed,64,3,0.0469,4.0,256,0,512,2048,584,385.563,877.558,430.202,0.0907
mixed,64,3,0.0469,4.0,256,0,1024,4096,1168,587.576,1574.638,658.455,0.0718
mixed,64,3,0.0469,4.0,256,0,2048,8192,2336,984.183,2942.846,1112.629,0.0656
mixed,64,3,0.0469,4.0,256,0,4096,16384,4672,1762.027,5697.79,2059.048,0.0755
mixed,64,3,0.0469,4.0,256,512,128,512,146,289.341,427.964,314.108,0.1787
mixed,64,3,0.0469,4.0,256,512,256,1024,292,349.438,601.56,375.546,0.1036
mixed,64,3,0.0469,4.0,256,512,512,2048,584,451.004,956.725,501.178,0.0992
mixed,64,3,0.0469,4.0,256,512,1024,4096,1168,654.358,1643.181,727.957,0.0744
mixed,64,3,0.0469,4.0,256,512,2048,8192,2336,1063.892,3026.588,1186.514,0.0625
mixed,64,3,0.0469,4.0,256,512,4096,16384,4672,1842.7,5784.38,2114.054,0.0688
mixed,64,3,0.0469,4.0,256,1024,128,512,146,343.195,480.281,369.404,0.1912
mixed,64,3,0.0469,4.0,256,1024,256,1024,292,402.685,664.984,429.88,0.1037
mixed,64,3,0.0469,4.0,256,1024,512,2048,584,509.403,1013.364,550.327,0.0812
mixed,64,3,0.0469,4.0,256,1024,1024,4096,1168,715.735,1707.533,776.6,0.0614
mixed,64,3,0.0469,4.0,256,1024,2048,8192,2336,1105.617,3067.006,1246.45,0.0718
mixed,64,3,0.0469,4.0,256,1024,4096,16384,4672,1884.267,5795.035,2167.59,0.0724
mixed,64,3,0.0469,4.0,256,2048,128,512,146,384.123,521.914,407.102,0.1668
mixed,64,3,0.0469,4.0,256,2048,256,1024,292,440.956,695.162,464.091,0.091
mixed,64,3,0.0469,4.0,256,2048,512,2048,584,545.593,1055.667,584.089,0.0755
mixed,64,3,0.0469,4.0,256,2048,1024,4096,1168,744.056,1746.7,817.493,0.0732
mixed,64,3,0.0469,4.0,256,2048,2048,8192,2336,1149.201,3099.932,1290.993,0.0727
mixed,64,3,0.0469,4.0,256,2048,4096,16384,4672,1933.512,5851.549,2225.829,0.0746
mixed,64,3,0.0469,4.0,256,4096,128,512,146,527.162,660.216,551.194,0.1806
mixed,64,3,0.0469,4.0,256,4096,256,1024,292,584.603,838.805,609.273,0.097
mixed,64,3,0.0469,4.0,256,4096,512,2048,584,683.672,1188.659,734.197,0.1001
mixed,64,3,0.0469,4.0,256,4096,1024,4096,1168,889.362,1893.644,966.582,0.0769
mixed,64,3,0.0469,4.0,256,4096,2048,8192,2336,1284.911,3264.892,1428.175,0.0724
mixed,64,3,0.0469,4.0,256,4096,4096,16384,4672,2081.448,5990.52,2350.024,0.0687
mixed,64,3,0.0469,4.0,256,8192,128,512,146,772.664,912.087,796.824,0.1733
mixed,64,3,0.0469,4.0,256,8192,256,1024,292,831.479,1083.25,852.982,0.0854
mixed,64,3,0.0469,4.0,256,8192,512,2048,584,936.247,1433.904,978.168,0.0842
mixed,64,3,0.0469,4.0,256,8192,1024,4096,1168,1136.881,2130.535,1204.467,0.068
mixed,64,3,0.0469,4.0,256,8192,2048,8192,2336,1538.96,3507.099,1676.59,0.0699
mixed,64,3,0.0469,4.0,256,8192,4096,16384,4672,2315.239,6238.358,2600.993,0.0728
mixed,64,3,0.0469,4.0,512,0,128,512,146,341.948,478.811,366.075,0.1763
mixed,64,3,0.0469,4.0,512,0,256,1024,292,402.139,661.271,426.811,0.0952
mixed,64,3,0.0469,4.0,512,0,512,2048,584,504.184,1002.739,548.216,0.0883
mixed,64,3,0.0469,4.0,512,0,1024,4096,1168,699.992,1702.957,775.638,0.0754
mixed,64,3,0.0469,4.0,512,0,2048,8192,2336,1107.666,3068.414,1239.824,0.0674
mixed,64,3,0.0469,4.0,512,0,4096,16384,4672,1891.915,5798.62,2163.721,0.0696
mixed,64,3,0.0469,4.0,512,512,128,512,146,414.393,550.524,439.132,0.1817
mixed,64,3,0.0469,4.0,512,512,256,1024,292,471.932,729.719,497.242,0.0982
mixed,64,3,0.0469,4.0,512,512,512,2048,584,580.25,1080.371,616.537,0.0726
mixed,64,3,0.0469,4.0,512,512,1024,4096,1168,781.561,1785.997,850.454,0.0686
mixed,64,3,0.0469,4.0,512,512,2048,8192,2336,1175.445,3139.933,1317.265,0.0722
mixed,64,3,0.0469,4.0,512,512,4096,16384,4672,1960.359,5889.471,2241.415,0.0715
mixed,64,3,0.0469,4.0,512,1024,128,512,146,482.169,617.336,506.715,0.1816
mixed,64,3,0.0469,4.0,512,1024,256,1024,292,542.65,795.481,566.424,0.094
mixed,64,3,0.0469,4.0,512,1024,512,2048,584,646.071,1146.485,683.734,0.0753
mixed,64,3,0.0469,4.0,512,1024,1024,4096,1168,843.189,1839.371,918.838,0.0759
mixed,64,3,0.0469,4.0,512,1024,2048,8192,2336,1254.13,3210.173,1375.824,0.0622
mixed,64,3,0.0469,4.0,512,1024,4096,16384,4672,2051.785,5934.779,2305.542,0.0654
mixed,64,3,0.0469,4.0,512,2048,128,512,146,626.393,762.838,652.89,0.1942
mixed,64,3,0.0469,4.0,512,2048,256,1024,292,685.657,942.456,711.511,0.1007
mixed,64,3,0.0469,4.0,512,2048,512,2048,584,785.88,1287.985,836.279,0.1004
mixed,64,3,0.0469,4.0,512,2048,1024,4096,1168,989.236,1992.969,1069.33,0.0798
mixed,64,3,0.0469,4.0,512,2048,2048,8192,2336,1395.056,3355.483,1516.622,0.062
mixed,64,3,0.0469,4.0,512,2048,4096,16384,4672,2186.214,6092.22,2442.467,0.0656
mixed,64,3,0.0469,4.0,512,4096,128,512,146,907.158,1039.697,925.72,0.14
mixed,64,3,0.0469,4.0,512,4096,256,1024,292,964.151,1210.545,991.796,0.1122
mixed,64,3,0.0469,4.0,512,4096,512,2048,584,1064.468,1573.167,1109.683,0.0889
mixed,64,3,0.0469,4.0,512,4096,1024,4096,1168,1266.29,2260.486,1339.759,0.0739
mixed,64,3,0.0469,4.0,512,4096,2048,8192,2336,1677.006,3621.367,1811.146,0.069
mixed,64,3,0.0469,4.0,512,4096,4096,16384,4672,2451.686,6363.322,2728.127,0.0707
mixed,64,3,0.0469,4.0,512,8192,128,512,146,1455.279,1592.431,1482.445,0.1981
mixed,64,3,0.0469,4.0,512,8192,256,1024,292,1518.129,1770.605,1539.983,0.0866
mixed,64,3,0.0469,4.0,512,8192,512,2048,584,1618.098,2127.078,1653.391,0.0693
mixed,64,3,0.0469,4.0,512,8192,1024,4096,1168,1824.17,2819.618,1895.689,0.0718
mixed,64,3,0.0469,4.0,512,8192,2048,8192,2336,2217.896,4188.212,2355.491,0.0698
mixed,64,3,0.0469,4.0,512,8192,4096,16384,4672,2995.549,6916.115,3290.617,0.0753
mixed,64,3,0.0469,4.0,1024,0,128,512,146,599.385,736.441,622.617,0.1695
mixed,64,3,0.0469,4.0,1024,0,256,1024,292,657.271,908.245,683.322,0.1038
mixed,64,3,0.0469,4.0,1024,0,512,2048,584,761.272,1266.803,803.35,0.0832
mixed,64,3,0.0469,4.0,1024,0,1024,4096,1168,961.24,1953.771,1033.303,0.0726
mixed,64,3,0.0469,4.0,1024,0,2048,8192,2336,1368.529,3335.385,1503.313,0.0685
mixed,64,3,0.0469,4.0,1024,0,4096,16384,4672,2150.026,6056.701,2409.765,0.0665
mixed,64,3,0.0469,4.0,1024,512,128,512,146,777.977,915.095,800.281,0.1627
mixed,64,3,0.0469,4.0,1024,512,256,1024,292,836.058,1090.995,860.277,0.095
mixed,64,3,0.0469,4.0,1024,512,512,2048,584,941.622,1442.159,980.437,0.0775
mixed,64,3,0.0469,4.0,1024,512,1024,4096,1168,1141.589,2130.79,1220.977,0.0803
