pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.0704,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.0464,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.1485,1
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.2056,2
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.2976,2
16,n<=2,sr<=70%,kvB<=1k,kp<=512,0.1506,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.3923,1
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.2041,1
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.0035,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.1475,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,0.0609,2
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.0806,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.0284,2
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.0802,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.1114,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.1122,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.1123,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.1114,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.1054,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.1168,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0674,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0665,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0746,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0806,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.055,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.0724,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.1111,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.1005,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.1056,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.1076,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.1062,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.1108,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.0514,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0459,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.0453,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.0582,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.0515,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.0589,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.0193,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.0271,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.0312,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.0374,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,-0.0027,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.0278,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.0375,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0537,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0468,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0515,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.0372,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.0561,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,-0.0073,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,-0.0066,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,-0.0084,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,-0.007,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,-0.0099,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,-0.0122,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,-0.0173,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0079,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0077,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,-0.0087,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0042,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,-0.0056,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,-0.0029,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,-0.0035,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.005,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,-0.0074,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0043,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0004,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.0594,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.0616,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.0594,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.0496,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.0549,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.07,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,-0.0198,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.0599,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,-0.0453,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,-0.0897,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,-0.0813,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,-0.0676,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.0415,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0415,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.0405,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.0633,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0707,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.0399,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.4194,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.4253,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.4255,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.4585,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.4357,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.4415,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.559,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.501,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.4209,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.4415,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.4345,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.4952,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.4276,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.4881,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.4238,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.443,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.4682,4
16,n<=32,sr>70%,kvB<=4k,kp=0,0.4622,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.0036,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,-0.0015,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.0149,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,-0.0014,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.0045,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,-0.0112,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.0705,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.1539,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.0491,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,-0.0429,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.0481,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.0407,4
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.0491,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.0526,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.0355,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.033,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,0.0318,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.0436,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.0579,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.0598,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.0543,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.0223,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.037,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.0556,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0766,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.2136,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,0.3416,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.2036,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.1313,2
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.1671,3
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,-0.0751,2
