layer_name,input,kv_cache,tp_size,latency(ns)
k_proj,15,0,4,664
v_proj,15,0,4,664
rope,15,0,4,22
o_proj,15,0,4,2549
post_layernorm,15,0,4,73
gate_proj,15,0,4,8832
up_proj,15,0,4,8832
act_fn,15,0,4,64
down_proj,15,0,4,8901
final_layernorm,15,0,4,73
lm_head,15,0,4,78732
embedding,16,0,4,39
input_layernorm,16,0,4,78
q_proj,16,0,4,2552
k_proj,16,0,4,667
v_proj,16,0,4,667
rope,16,0,4,24
o_proj,16,0,4,2552
post_layernorm,16,0,4,78
gate_proj,16,0,4,8837
up_proj,16,0,4,8837
act_fn,16,0,4,68
down_proj,16,0,4,8910
final_layernorm,16,0,4,78
lm_head,16,0,4,78753
embedding,17,0,4,41
input_layernorm,17,0,4,83
q_proj,17,0,4,2556
k_proj,17,0,4,670
v_proj,17,0,4,670
rope,17,0,4,25
o_proj,17,0,4,2556
post_layernorm,17,0,4,83
gate_proj,17,0,4,8842
up_proj,17,0,4,8842
act_fn,17,0,4,72
down_proj,17,0,4,8920
final_layernorm,17,0,4,83
lm_head,17,0,4,78775
embedding,18,0,4,44
input_layernorm,18,0,4,88
q_proj,18,0,4,2559
k_proj,18,0,4,672
v_proj,18,0,4,672
rope,18,0,4,27
o_proj,18,0,4,2559
post_layernorm,18,0,4,88
gate_proj,18,0,4,8846
up_proj,18,0,4,8846
act_fn,18,0,4,77
down_proj,18,0,4,8929
final_layernorm,18,0,4,88
lm_head,18,0,4,78797
embedding,19,0,4,46
input_layernorm,19,0,4,92
q_proj,19,0,4,2562
k_proj,19,0,4,675
v_proj,19,0,4,675
rope,19,0,4,29
o_proj,19,0,4,2562
post_layernorm,19,0,4,92
gate_proj,19,0,4,8851
up_proj,19,0,4,8851
act_fn,19,0,4,81
down_proj,19,0,4,8938
final_layernorm,19,0,4,92
lm_head,19,0,4,78818
embedding,20,0,4,48
input_layernorm,20,0,4,97
q_proj,20,0,4,2565
k_proj,20,0,4,677
v_proj,20,0,4,677
rope,20,0,4,30
o_proj,20,0,4,2565
post_layernorm,20,0,4,97
gate_proj,20,0,4,8855
up_proj,20,0,4,8855
act_fn,20,0,4,85
down_proj,20,0,4,8947
final_layernorm,20,0,4,97
lm_head,20,0,4,78840
embedding,21,0,4,51
input_layernorm,21,0,4,102
q_proj,21,0,4,2568
k_proj,21,0,4,680
v_proj,21,0,4,680
rope,21,0,4,32
o_proj,21,0,4,2568
post_layernorm,21,0,4,102
gate_proj,21,0,4,8860
up_proj,21,0,4,8860
act_fn,21,0,4,89
down_proj,21,0,4,8956
final_layernorm,21,0,4,102
lm_head,21,0,4,78861
embedding,22,0,4,53
input_layernorm,22,0,4,107
q_proj,22,0,4,2571
k_proj,22,0,4,683
v_proj,22,0,4,683
rope,22,0,4,33
o_proj,22,0,4,2571
post_layernorm,22,0,4,107
gate_proj,22,0,4,8865
up_proj,22,0,4,8865
act_fn,22,0,4,94
down_proj,22,0,4,8965
final_layernorm,22,0,4,107
lm_head,22,0,4,78883
embedding,23,0,4,56
input_layernorm,23,0,4,112
q_proj,23,0,4,2574
k_proj,23,0,4,685
v_proj,23,0,4,685
rope,23,0,4,35
o_proj,23,0,4,2574
post_layernorm,23,0,4,112
gate_proj,23,0,4,8869
up_proj,23,0,4,8869
act_fn,23,0,4,98
down_proj,23,0,4,8975
final_layernorm,23,0,4,112
lm_head,23,0,4,78904
embedding,24,0,4,58
input_layernorm,24,0,4,117
q_proj,24,0,4,2577
k_proj,24,0,4,688
v_proj,24,0,4,688
rope,24,0,4,36
o_proj,24,0,4,2577
post_layernorm,24,0,4,117
gate_proj,24,0,4,8874
up_proj,24,0,4,8874
act_fn,24,0,4,102
down_proj,24,0,4,8984
final_layernorm,24,0,4,117
lm_head,24,0,4,78926
embedding,25,0,4,61
input_layernorm,25,0,4,122
q_proj,25,0,4,2580
k_proj,25,0,4,690
v_proj,25,0,4,690
rope,25,0,4,38
o_proj,25,0,4,2580
post_layernorm,25,0,4,122
gate_proj,25,0,4,8878
up_proj,25,0,4,8878
act_fn,25,0,4,106
down_proj,25,0,4,8993
final_layernorm,25,0,4,122
lm_head,25,0,4,78948
embedding,26,0,4,63
input_layernorm,26,0,4,127
q_proj,26,0,4,2583
k_proj,26,0,4,693
v_proj,26,0,4,693
rope,26,0,4,39
o_proj,26,0,4,2583
post_layernorm,26,0,4,127
gate_proj,26,0,4,8883
up_proj,26,0,4,8883
act_fn,26,0,4,111
down_proj,26,0,4,9002
final_layernorm,26,0,4,127
lm_head,26,0,4,78969
embedding,27,0,4,66
input_layernorm,27,0,4,132
q_proj,27,0,4,2586
k_proj,27,0,4,696
v_proj,27,0,4,696
rope,27,0,4,41
o_proj,27,0,4,2586
post_layernorm,27,0,4,132
gate_proj,27,0,4,8888
up_proj,27,0,4,8888
act_fn,27,0,4,115
down_proj,27,0,4,9011
final_layernorm,27,0,4,132
lm_head,27,0,4,78991
embedding,28,0,4,68
input_layernorm,28,0,4,136
q_proj,28,0,4,2589
k_proj,28,0,4,698
v_proj,28,0,4,698
rope,28,0,4,42
o_proj,28,0,4,2589
post_layernorm,28,0,4,136
gate_proj,28,0,4,8892
up_proj,28,0,4,8892
act_fn,28,0,4,119
down_proj,28,0,4,9020
final_layernorm,28,0,4,136
lm_head,28,0,4,79012
embedding,29,0,4,70
input_layernorm,29,0,4,141
q_proj,29,0,4,2592
k_proj,29,0,4,701
v_proj,29,0,4,701
rope,29,0,4,44
o_proj,29,0,4,2592
post_layernorm,29,0,4,141
gate_proj,29,0,4,8897
up_proj,29,0,4,8897
act_fn,29,0,4,124
down_proj,29,0,4,9030
final_layernorm,29,0,4,141
lm_head,29,0,4,79034
embedding,30,0,4,73
input_layernorm,30,0,4,146
q_proj,30,0,4,2595
k_proj,30,0,4,703
v_proj,30,0,4,703
rope,30,0,4,45
o_proj,30,0,4,2595
post_layernorm,30,0,4,146
gate_proj,30,0,4,8901
up_proj,30,0,4,8901
act_fn,30,0,4,128
down_proj,30,0,4,9039
final_layernorm,30,0,4,146
lm_head,30,0,4,79056
embedding,31,0,4,75
input_layernorm,31,0,4,151
q_proj,31,0,4,2598
k_proj,31,0,4,706
v_proj,31,0,4,706
rope,31,0,4,47
o_proj,31,0,4,2598
post_layernorm,31,0,4,151
gate_proj,31,0,4,8906
up_proj,31,0,4,8906
act_fn,31,0,4,132
down_proj,31,0,4,9048
final_layernorm,31,0,4,151
lm_head,31,0,4,79077
embedding,32,0,4,78
input_layernorm,32,0,4,156
q_proj,32,0,4,2601
k_proj,32,0,4,709
v_proj,32,0,4,709
rope,32,0,4,48
o_proj,32,0,4,2601
post_layernorm,32,0,4,156
gate_proj,32,0,4,8910
up_proj,32,0,4,8910
act_fn,32,0,4,136
down_proj,32,0,4,9057
final_layernorm,32,0,4,156
lm_head,32,0,4,79099
embedding,33,0,4,80
input_layernorm,33,0,4,161
q_proj,33,0,4,2604
k_proj,33,0,4,711
v_proj,33,0,4,711
rope,33,0,4,50
o_proj,33,0,4,2604
post_layernorm,33,0,4,161
gate_proj,33,0,4,8915
up_proj,33,0,4,8915
act_fn,33,0,4,141
down_proj,33,0,4,9066
final_layernorm,33,0,4,161
lm_head,33,0,4,79120
embedding,34,0,4,83
input_layernorm,34,0,4,166
q_proj,34,0,4,2607
k_proj,34,0,4,714
v_proj,34,0,4,714
rope,34,0,4,51
o_proj,34,0,4,2607
post_layernorm,34,0,4,166
gate_proj,34,0,4,8920
up_proj,34,0,4,8920
act_fn,34,0,4,145
down_proj,34,0,4,9076
final_layernorm,34,0,4,166
lm_head,34,0,4,79142
embedding,35,0,4,85
input_layernorm,35,0,4,171
q_proj,35,0,4,2611
k_proj,35,0,4,716
v_proj,35,0,4,716
rope,35,0,4,53
o_proj,35,0,4,2611
post_layernorm,35,0,4,171
gate_proj,35,0,4,8924
up_proj,35,0,4,8924
act_fn,35,0,4,149
down_proj,35,0,4,9085
final_layernorm,35,0,4,171
lm_head,35,0,4,79164
embedding,36,0,4,88
input_layernorm,36,0,4,176
q_proj,36,0,4,2614
k_proj,36,0,4,719
v_proj,36,0,4,719
rope,36,0,4,55
o_proj,36,0,4,2614
post_layernorm,36,0,4,176
gate_proj,36,0,4,8929
up_proj,36,0,4,8929
act_fn,36,0,4,154
down_proj,36,0,4,9094
final_layernorm,36,0,4,176
lm_head,36,0,4,79185
embedding,37,0,4,90
input_layernorm,37,0,4,180
q_proj,37,0,4,2617
k_proj,37,0,4,722
v_proj,37,0,4,722
rope,37,0,4,56
o_proj,37,0,4,2617
post_layernorm,37,0,4,180
gate_proj,37,0,4,8933
up_proj,37,0,4,8933
act_fn,37,0,4,158
down_proj,37,0,4,9103
final_layernorm,37,0,4,180
lm_head,37,0,4,79207
embedding,38,0,4,92
input_layernorm,38,0,4,185
q_proj,38,0,4,2620
k_proj,38,0,4,724
v_proj,38,0,4,724
rope,38,0,4,58
o_proj,38,0,4,2620
post_layernorm,38,0,4,185
gate_proj,38,0,4,8938
up_proj,38,0,4,8938
act_fn,38,0,4,162
down_proj,38,0,4,9112
final_layernorm,38,0,4,185
lm_head,38,0,4,79228
embedding,39,0,4,95
input_layernorm,39,0,4,190
q_proj,39,0,4,2623
k_proj,39,0,4,727
v_proj,39,0,4,727
rope,39,0,4,59
o_proj,39,0,4,2623
post_layernorm,39,0,4,190
gate_proj,39,0,4,8943
up_proj,39,0,4,8943
act_fn,39,0,4,166
down_proj,39,0,4,9121
final_layernorm,39,0,4,190
lm_head,39,0,4,79250
embedding,40,0,4,97
input_layernorm,40,0,4,195
q_proj,40,0,4,2626
k_proj,40,0,4,729
v_proj,40,0,4,729
rope,40,0,4,61
o_proj,40,0,4,2626
post_layernorm,40,0,4,195
gate_proj,40,0,4,8947
up_proj,40,0,4,8947
act_fn,40,0,4,171
down_proj,40,0,4,9131
final_layernorm,40,0,4,195
lm_head,40,0,4,79271
embedding,41,0,4,100
input_layernorm,41,0,4,200
q_proj,41,0,4,2629
k_proj,41,0,4,732
v_proj,41,0,4,732
rope,41,0,4,62
o_proj,41,0,4,2629
post_layernorm,41,0,4,200
gate_proj,41,0,4,8952
up_proj,41,0,4,8952
act_fn,41,0,4,175
down_proj,41,0,4,9140
final_layernorm,41,0,4,200
lm_head,41,0,4,79293
embedding,42,0,4,102
input_layernorm,42,0,4,205
q_proj,42,0,4,2632
k_proj,42,0,4,735
v_proj,42,0,4,735
rope,42,0,4,64
o_proj,42,0,4,2632
post_layernorm,42,0,4,205
gate_proj,42,0,4,8956
up_proj,42,0,4,8956
act_fn,42,0,4,179
down_proj,42,0,4,9149
final_layernorm,42,0,4,205
lm_head,42,0,4,79315
embedding,43,0,4,105
input_layernorm,43,0,4,210
q_proj,43,0,4,2635
k_proj,43,0,4,737
v_proj,43,0,4,737
rope,43,0,4,65
o_proj,43,0,4,2635
post_layernorm,43,0,4,210
gate_proj,43,0,4,8961
up_proj,43,0,4,8961
act_fn,43,0,4,184
down_proj,43,0,4,9158
final_layernorm,43,0,4,210
lm_head,43,0,4,79336
embedding,44,0,4,107
input_layernorm,44,0,4,215
q_proj,44,0,4,2638
k_proj,44,0,4,740
v_proj,44,0,4,740
rope,44,0,4,67
o_proj,44,0,4,2638
post_layernorm,44,0,4,215
gate_proj,44,0,4,8965
up_proj,44,0,4,8965
act_fn,44,0,4,188
down_proj,44,0,4,9167
final_layernorm,44,0,4,215
lm_head,44,0,4,79358
embedding,45,0,4,110
input_layernorm,45,0,4,220
q_proj,45,0,4,2641
k_proj,45,0,4,742
v_proj,45,0,4,742
rope,45,0,4,68
o_proj,45,0,4,2641
post_layernorm,45,0,4,220
gate_proj,45,0,4,8970
up_proj,45,0,4,8970
act_fn,45,0,4,192
down_proj,45,0,4,9176
final_layernorm,45,0,4,220
lm_head,45,0,4,79379
embedding,46,0,4,112
input_layernorm,46,0,4,224
q_proj,46,0,4,2644
k_proj,46,0,4,745
v_proj,46,0,4,745
rope,46,0,4,70
o_proj,46,0,4,2644
post_layernorm,46,0,4,224
gate_proj,46,0,4,8975
up_proj,46,0,4,8975
act_fn,46,0,4,196
down_proj,46,0,4,9186
final_layernorm,46,0,4,224
lm_head,46,0,4,79401
embedding,47,0,4,114
input_layernorm,47,0,4,229
q_proj,47,0,4,2647
k_proj,47,0,4,748
v_proj,47,0,4,748
rope,47,0,4,71
o_proj,47,0,4,2647
post_layernorm,47,0,4,229
gate_proj,47,0,4,8979
up_proj,47,0,4,8979
act_fn,47,0,4,201
down_proj,47,0,4,9195
final_layernorm,47,0,4,229
lm_head,47,0,4,79423
embedding,48,0,4,117
input_layernorm,48,0,4,234
q_proj,48,0,4,2650
k_proj,48,0,4,750
v_proj,48,0,4,750
rope,48,0,4,73
o_proj,48,0,4,2650
post_layernorm,48,0,4,234
gate_proj,48,0,4,8984
up_proj,48,0,4,8984
act_fn,48,0,4,205
down_proj,48,0,4,9204
final_layernorm,48,0,4,234
lm_head,48,0,4,79444
embedding,49,0,4,119
input_layernorm,49,0,4,239
q_proj,49,0,4,2653
k_proj,49,0,4,753
v_proj,49,0,4,753
rope,49,0,4,74
o_proj,49,0,4,2653
post_layernorm,49,0,4,239
gate_proj,49,0,4,8988
up_proj,49,0,4,8988
act_fn,49,0,4,209
down_proj,49,0,4,9213
final_layernorm,49,0,4,239
lm_head,49,0,4,79466
embedding,50,0,4,122
input_layernorm,50,0,4,244
q_proj,50,0,4,2656
k_proj,50,0,4,755
v_proj,50,0,4,755
rope,50,0,4,76
o_proj,50,0,4,2656
post_layernorm,50,0,4,244
gate_proj,50,0,4,8993
up_proj,50,0,4,8993
act_fn,50,0,4,213
down_proj,50,0,4,9222
final_layernorm,50,0,4,244
lm_head,50,0,4,79487
embedding,51,0,4,124
input_layernorm,51,0,4,249
q_proj,51,0,4,2659
k_proj,51,0,4,758
v_proj,51,0,4,758
rope,51,0,4,77
o_proj,51,0,4,2659
post_layernorm,51,0,4,249
gate_proj,51,0,4,8998
up_proj,51,0,4,8998
act_fn,51,0,4,218
down_proj,51,0,4,9231
final_layernorm,51,0,4,249
lm_head,51,0,4,79509
embedding,52,0,4,127
input_layernorm,52,0,4,254
q_proj,52,0,4,2663
k_proj,52,0,4,761
v_proj,52,0,4,761
rope,52,0,4,79
o_proj,52,0,4,2663
post_layernorm,52,0,4,254
gate_proj,52,0,4,9002
up_proj,52,0,4,9002
act_fn,52,0,4,222
down_proj,52,0,4,9241
final_layernorm,52,0,4,254
lm_head,52,0,4,79531
embedding,53,0,4,129
input_layernorm,53,0,4,259
q_proj,53,0,4,2666
k_proj,53,0,4,763
v_proj,53,0,4,763
rope,53,0,4,81
o_proj,53,0,4,2666
post_layernorm,53,0,4,259
gate_proj,53,0,4,9007
up_proj,53,0,4,9007
act_fn,53,0,4,226
down_proj,53,0,4,9250
final_layernorm,53,0,4,259
lm_head,53,0,4,79552
embedding,54,0,4,132
input_layernorm,54,0,4,264
q_proj,54,0,4,2669
k_proj,54,0,4,766
v_proj,54,0,4,766
rope,54,0,4,82
o_proj,54,0,4,2669
post_layernorm,54,0,4,264
gate_proj,54,0,4,9011
up_proj,54,0,4,9011
act_fn,54,0,4,231
down_proj,54,0,4,9259
final_layernorm,54,0,4,264
lm_head,54,0,4,79574
embedding,55,0,4,134
input_layernorm,55,0,4,268
q_proj,55,0,4,2672
k_proj,55,0,4,768
v_proj,55,0,4,768
rope,55,0,4,84
o_proj,55,0,4,2672
post_layernorm,55,0,4,268
gate_proj,55,0,4,9016
up_proj,55,0,4,9016
act_fn,55,0,4,235
down_proj,55,0,4,9268
final_layernorm,55,0,4,268
lm_head,55,0,4,79595
embedding,56,0,4,136
input_layernorm,56,0,4,273
q_proj,56,0,4,2675
k_proj,56,0,4,771
v_proj,56,0,4,771
rope,56,0,4,85
o_proj,56,0,4,2675
post_layernorm,56,0,4,273
gate_proj,56,0,4,9020
up_proj,56,0,4,9020
act_fn,56,0,4,239
down_proj,56,0,4,9277
final_layernorm,56,0,4,273
lm_head,56,0,4,79617
embedding,57,0,4,139
input_layernorm,57,0,4,278
q_proj,57,0,4,2678
k_proj,57,0,4,774
v_proj,57,0,4,774
rope,57,0,4,87
o_proj,57,0,4,2678
post_layernorm,57,0,4,278
gate_proj,57,0,4,9025
up_proj,57,0,4,9025
act_fn,57,0,4,243
down_proj,57,0,4,9286
final_layernorm,57,0,4,278
lm_head,57,0,4,79638
embedding,58,0,4,141
input_layernorm,58,0,4,283
q_proj,58,0,4,2681
k_proj,58,0,4,776
v_proj,58,0,4,776
rope,58,0,4,88
o_proj,58,0,4,2681
post_layernorm,58,0,4,283
gate_proj,58,0,4,9030
up_proj,58,0,4,9030
act_fn,58,0,4,248
down_proj,58,0,4,9296
final_layernorm,58,0,4,283
lm_head,58,0,4,79660
embedding,59,0,4,144
input_layernorm,59,0,4,288
q_proj,59,0,4,2684
k_proj,59,0,4,779
v_proj,59,0,4,779
rope,59,0,4,90
o_proj,59,0,4,2684
post_layernorm,59,0,4,288
gate_proj,59,0,4,9034
up_proj,59,0,4,9034
act_fn,59,0,4,252
down_proj,59,0,4,9305
final_layernorm,59,0,4,288
lm_head,59,0,4,79682
embedding,60,0,4,146
input_layernorm,60,0,4,293
q_proj,60,0,4,2687
k_proj,60,0,4,781
v_proj,60,0,4,781
rope,60,0,4,91
o_proj,60,0,4,2687
post_layernorm,60,0,4,293
gate_proj,60,0,4,9039
up_proj,60,0,4,9039
act_fn,60,0,4,256
down_proj,60,0,4,9314
final_layernorm,60,0,4,293
lm_head,60,0,4,79703
embedding,61,0,4,149
input_layernorm,61,0,4,298
q_proj,61,0,4,2690
k_proj,61,0,4,784
v_proj,61,0,4,784
rope,61,0,4,93
o_proj,61,0,4,2690
post_layernorm,61,0,4,298
gate_proj,61,0,4,9043
up_proj,61,0,4,9043
act_fn,61,0,4,261
down_proj,61,0,4,9323
final_layernorm,61,0,4,298
lm_head,61,0,4,79725
embedding,62,0,4,151
input_layernorm,62,0,4,303
q_proj,62,0,4,2693
k_proj,62,0,4,787
v_proj,62,0,4,787
rope,62,0,4,94
o_proj,62,0,4,2693
post_layernorm,62,0,4,303
gate_proj,62,0,4,9048
up_proj,62,0,4,9048
act_fn,62,0,4,265
down_proj,62,0,4,9332
final_layernorm,62,0,4,303
lm_head,62,0,4,79746
embedding,63,0,4,154
input_layernorm,63,0,4,308
q_proj,63,0,4,2696
k_proj,63,0,4,789
v_proj,63,0,4,789
rope,63,0,4,96
o_proj,63,0,4,2696
post_layernorm,63,0,4,308
gate_proj,63,0,4,9053
up_proj,63,0,4,9053
act_fn,63,0,4,269
down_proj,63,0,4,9341
final_layernorm,63,0,4,308
lm_head,63,0,4,79768
embedding,64,0,4,156
input_layernorm,64,0,4,313
q_proj,64,0,4,2699
k_proj,64,0,4,792
v_proj,64,0,4,792
rope,64,0,4,97
o_proj,64,0,4,2699
post_layernorm,64,0,4,313
gate_proj,64,0,4,9057
up_proj,64,0,4,9057
act_fn,64,0,4,273
down_proj,64,0,4,9351
final_layernorm,64,0,4,313
lm_head,64,0,4,79790
embedding,65,0,4,158
input_layernorm,65,0,4,317
q_proj,65,0,4,2702
k_proj,65,0,4,794
v_proj,65,0,4,794
rope,65,0,4,99
o_proj,65,0,4,2702
post_layernorm,65,0,4,317
gate_proj,65,0,4,9062
up_proj,65,0,4,9062
act_fn,65,0,4,278
down_proj,65,0,4,9360
final_layernorm,65,0,4,317
lm_head,65,0,4,79811
embedding,66,0,4,161
input_layernorm,66,0,4,322
q_proj,66,0,4,2705
k_proj,66,0,4,797
v_proj,66,0,4,797
rope,66,0,4,100
o_proj,66,0,4,2705
post_layernorm,66,0,4,322
gate_proj,66,0,4,9066
up_proj,66,0,4,9066
act_fn,66,0,4,282
down_proj,66,0,4,9369
final_layernorm,66,0,4,322
lm_head,66,0,4,79833
embedding,67,0,4,163
input_layernorm,67,0,4,327
q_proj,67,0,4,2708
k_proj,67,0,4,800
v_proj,67,0,4,800
rope,67,0,4,102
o_proj,67,0,4,2708
post_layernorm,67,0,4,327
gate_proj,67,0,4,9071
up_proj,67,0,4,9071
act_fn,67,0,4,286
down_proj,67,0,4,9378
final_layernorm,67,0,4,327
lm_head,67,0,4,79854
embedding,68,0,4,166
input_layernorm,68,0,4,332
q_proj,68,0,4,2711
k_proj,68,0,4,802
v_proj,68,0,4,802
rope,68,0,4,103
o_proj,68,0,4,2711
post_layernorm,68,0,4,332
gate_proj,68,0,4,9076
up_proj,68,0,4,9076
act_fn,68,0,4,290
down_proj,68,0,4,9387
final_layernorm,68,0,4,332
lm_head,68,0,4,79876
embedding,69,0,4,168
input_layernorm,69,0,4,337
q_proj,69,0,4,2714
k_proj,69,0,4,805
v_proj,69,0,4,805
rope,69,0,4,105
o_proj,69,0,4,2714
post_layernorm,69,0,4,337
gate_proj,69,0,4,9080
up_proj,69,0,4,9080
act_fn,69,0,4,295
down_proj,69,0,4,9396
final_layernorm,69,0,4,337
lm_head,69,0,4,79898
embedding,70,0,4,171
input_layernorm,70,0,4,342
q_proj,70,0,4,2718
k_proj,70,0,4,807
v_proj,70,0,4,807
rope,70,0,4,106
o_proj,70,0,4,2718
post_layernorm,70,0,4,342
gate_proj,70,0,4,9085
up_proj,70,0,4,9085
act_fn,70,0,4,299
down_proj,70,0,4,9406
final_layernorm,70,0,4,342
lm_head,70,0,4,79919
embedding,71,0,4,173
input_layernorm,71,0,4,347
q_proj,71,0,4,2721
k_proj,71,0,4,810
v_proj,71,0,4,810
rope,71,0,4,108
o_proj,71,0,4,2721
post_layernorm,71,0,4,347
gate_proj,71,0,4,9089
up_proj,71,0,4,9089
act_fn,71,0,4,303
down_proj,71,0,4,9415
final_layernorm,71,0,4,347
lm_head,71,0,4,79941
embedding,72,0,4,176
input_layernorm,72,0,4,352
q_proj,72,0,4,2724
k_proj,72,0,4,813
v_proj,72,0,4,813
rope,72,0,4,110
o_proj,72,0,4,2724
post_layernorm,72,0,4,352
gate_proj,72,0,4,9094
up_proj,72,0,4,9094
act_fn,72,0,4,308
down_proj,72,0,4,9424
final_layernorm,72,0,4,352
lm_head,72,0,4,79962
embedding,73,0,4,178
input_layernorm,73,0,4,357
q_proj,73,0,4,2727
k_proj,73,0,4,815
v_proj,73,0,4,815
rope,73,0,4,111
o_proj,73,0,4,2727
post_layernorm,73,0,4,357
gate_proj,73,0,4,9098
