layer_name,input,kv_cache,tp_size,latency(ns)
k_proj,8,0,4,2016
v_proj,8,0,4,1968
rope,8,0,4,32047
post_layernorm,8,0,4,27552
gate_proj,8,0,4,3648
up_proj,8,0,4,3584
act_fn,8,0,4,4160
final_layernorm,8,0,4,27631
embedding,9,0,4,8592
input_layernorm,9,0,4,26400
q_proj,9,0,4,2464
k_proj,9,0,4,2048
v_proj,9,0,4,2016
rope,9,0,4,31807
post_layernorm,9,0,4,27135
gate_proj,9,0,4,3680
up_proj,9,0,4,3616
act_fn,9,0,4,4192
final_layernorm,9,0,4,27072
embedding,10,0,4,9280
input_layernorm,10,0,4,26480
q_proj,10,0,4,2464
k_proj,10,0,4,2048
v_proj,10,0,4,2016
rope,10,0,4,31934
post_layernorm,10,0,4,27184
gate_proj,10,0,4,3728
up_proj,10,0,4,3680
act_fn,10,0,4,4192
final_layernorm,10,0,4,27392
embedding,11,0,4,9952
input_layernorm,11,0,4,26561
q_proj,11,0,4,2464
k_proj,11,0,4,2080
v_proj,11,0,4,2016
rope,11,0,4,31936
post_layernorm,11,0,4,27263
gate_proj,11,0,4,3776
up_proj,11,0,4,3712
act_fn,11,0,4,4128
final_layernorm,11,0,4,27296
embedding,12,0,4,10656
input_layernorm,12,0,4,26703
q_proj,12,0,4,2496
k_proj,12,0,4,2080
v_proj,12,0,4,2048
rope,12,0,4,32335
post_layernorm,12,0,4,27488
gate_proj,12,0,4,3823
up_proj,12,0,4,3744
act_fn,12,0,4,4192
final_layernorm,12,0,4,27535
embedding,13,0,4,11456
input_layernorm,13,0,4,26688
q_proj,13,0,4,2528
k_proj,13,0,4,2112
v_proj,13,0,4,2080
rope,13,0,4,31934
post_layernorm,13,0,4,27552
gate_proj,13,0,4,3871
up_proj,13,0,4,3807
act_fn,13,0,4,4416
final_layernorm,13,0,4,27489
embedding,14,0,4,12064
input_layernorm,14,0,4,26896
q_proj,14,0,4,2560
k_proj,14,0,4,2112
v_proj,14,0,4,2080
rope,14,0,4,31969
post_layernorm,14,0,4,27694
gate_proj,14,0,4,3904
up_proj,14,0,4,3872
act_fn,14,0,4,4416
final_layernorm,14,0,4,27680
embedding,15,0,4,12832
input_layernorm,15,0,4,27007
q_proj,15,0,4,2528
k_proj,15,0,4,2112
v_proj,15,0,4,2080
rope,15,0,4,31823
post_layernorm,15,0,4,27823
gate_proj,15,0,4,3968
up_proj,15,0,4,3936
act_fn,15,0,4,4449
final_layernorm,15,0,4,27807
embedding,16,0,4,13472
input_layernorm,16,0,4,31296
q_proj,16,0,4,2624
k_proj,16,0,4,2144
v_proj,16,0,4,2111
rope,16,0,4,32192
post_layernorm,16,0,4,31696
gate_proj,16,0,4,4000
up_proj,16,0,4,3936
act_fn,16,0,4,4288
final_layernorm,16,0,4,31712
lm_head,16,0,4,464285
embedding,17,0,4,3632
input_layernorm,17,0,4,29856
k_proj,17,0,4,17007
v_proj,17,0,4,16352
rope,17,0,4,31776
o_proj,17,0,4,23151
post_layernorm,17,0,4,30752
gate_proj,17,0,4,75839
up_proj,17,0,4,64447
act_fn,17,0,4,4576
down_proj,17,0,4,90191
final_layernorm,17,0,4,30928
lm_head,17,0,4,465549
embedding,18,0,4,3616
input_layernorm,18,0,4,30112
k_proj,18,0,4,16864
v_proj,18,0,4,16288
rope,18,0,4,31903
o_proj,18,0,4,23360
post_layernorm,18,0,4,30960
gate_proj,18,0,4,75615
up_proj,18,0,4,64479
act_fn,18,0,4,4544
down_proj,18,0,4,90271
final_layernorm,18,0,4,31040
lm_head,18,0,4,466701
embedding,19,0,4,4192
input_layernorm,19,0,4,30335
k_proj,19,0,4,16895
v_proj,19,0,4,16384
rope,19,0,4,31775
o_proj,19,0,4,23296
post_layernorm,19,0,4,31103
gate_proj,19,0,4,75823
up_proj,19,0,4,64367
act_fn,19,0,4,4624
down_proj,19,0,4,90287
final_layernorm,19,0,4,30976
lm_head,19,0,4,465933
embedding,20,0,4,4080
input_layernorm,20,0,4,30143
k_proj,20,0,4,16896
v_proj,20,0,4,16272
rope,20,0,4,31966
o_proj,20,0,4,23312
post_layernorm,20,0,4,31071
gate_proj,20,0,4,74927
up_proj,20,0,4,64927
act_fn,20,0,4,4704
down_proj,20,0,4,90431
final_layernorm,20,0,4,31007
lm_head,20,0,4,466077
embedding,21,0,4,4224
input_layernorm,21,0,4,30209
k_proj,21,0,4,16832
v_proj,21,0,4,16288
rope,21,0,4,31680
o_proj,21,0,4,23296
post_layernorm,21,0,4,31215
gate_proj,21,0,4,75583
up_proj,21,0,4,64544
act_fn,21,0,4,4737
down_proj,21,0,4,90544
final_layernorm,21,0,4,31072
lm_head,21,0,4,467661
embedding,22,0,4,4096
input_layernorm,22,0,4,30368
k_proj,22,0,4,16896
v_proj,22,0,4,16320
rope,22,0,4,31808
o_proj,22,0,4,23344
post_layernorm,22,0,4,31168
gate_proj,22,0,4,74816
up_proj,22,0,4,65071
act_fn,22,0,4,4768
down_proj,22,0,4,90544
final_layernorm,22,0,4,31297
lm_head,22,0,4,466525
embedding,23,0,4,4256
input_layernorm,23,0,4,30400
k_proj,23,0,4,16911
v_proj,23,0,4,16223
rope,23,0,4,31742
o_proj,23,0,4,23408
post_layernorm,23,0,4,31200
gate_proj,23,0,4,74944
up_proj,23,0,4,65103
act_fn,23,0,4,4862
down_proj,23,0,4,90463
final_layernorm,23,0,4,31295
lm_head,23,0,4,468909
embedding,24,0,4,4256
input_layernorm,24,0,4,30432
k_proj,24,0,4,16960
v_proj,24,0,4,16254
rope,24,0,4,32127
o_proj,24,0,4,23472
post_layernorm,24,0,4,31024
gate_proj,24,0,4,75567
up_proj,24,0,4,64879
act_fn,24,0,4,4768
down_proj,24,0,4,90991
final_layernorm,24,0,4,31023
lm_head,24,0,4,468109
embedding,25,0,4,4416
input_layernorm,25,0,4,30112
k_proj,25,0,4,16960
v_proj,25,0,4,16256
rope,25,0,4,31647
o_proj,25,0,4,23648
post_layernorm,25,0,4,31376
gate_proj,25,0,4,75791
up_proj,25,0,4,66543
act_fn,25,0,4,4864
down_proj,25,0,4,91023
final_layernorm,25,0,4,31424
lm_head,25,0,4,468749
embedding,26,0,4,4336
input_layernorm,26,0,4,30143
k_proj,26,0,4,16928
v_proj,26,0,4,16320
rope,26,0,4,31871
o_proj,26,0,4,23695
post_layernorm,26,0,4,31568
gate_proj,26,0,4,75855
up_proj,26,0,4,65487
act_fn,26,0,4,4864
down_proj,26,0,4,91664
final_layernorm,26,0,4,31616
lm_head,26,0,4,469341
embedding,27,0,4,4416
input_layernorm,27,0,4,30336
k_proj,27,0,4,16927
v_proj,27,0,4,16255
rope,27,0,4,31744
o_proj,27,0,4,23792
post_layernorm,27,0,4,31584
gate_proj,27,0,4,76096
up_proj,27,0,4,64943
act_fn,27,0,4,4862
down_proj,27,0,4,91455
final_layernorm,27,0,4,31648
lm_head,27,0,4,468429
embedding,28,0,4,4511
input_layernorm,28,0,4,30848
k_proj,28,0,4,16991
v_proj,28,0,4,16271
rope,28,0,4,32064
o_proj,28,0,4,23840
post_layernorm,28,0,4,31678
gate_proj,28,0,4,75552
up_proj,28,0,4,65311
act_fn,28,0,4,4928
down_proj,28,0,4,91232
final_layernorm,28,0,4,31615
lm_head,28,0,4,468877
embedding,29,0,4,4527
input_layernorm,29,0,4,31041
k_proj,29,0,4,16928
v_proj,29,0,4,16352
rope,29,0,4,31807
o_proj,29,0,4,23871
post_layernorm,29,0,4,32048
gate_proj,29,0,4,76239
up_proj,29,0,4,65311
act_fn,29,0,4,4975
down_proj,29,0,4,91264
final_layernorm,29,0,4,31935
lm_head,29,0,4,470174
embedding,30,0,4,4575
input_layernorm,30,0,4,31295
k_proj,30,0,4,17008
v_proj,30,0,4,16303
rope,30,0,4,31982
o_proj,30,0,4,23871
post_layernorm,30,0,4,32048
gate_proj,30,0,4,75951
up_proj,30,0,4,65391
act_fn,30,0,4,4960
down_proj,30,0,4,91280
final_layernorm,30,0,4,32176
lm_head,30,0,4,470557
embedding,31,0,4,4575
input_layernorm,31,0,4,31279
k_proj,31,0,4,16976
v_proj,31,0,4,16287
rope,31,0,4,31871
o_proj,31,0,4,24031
post_layernorm,31,0,4,32208
gate_proj,31,0,4,76015
up_proj,31,0,4,65151
act_fn,31,0,4,4960
down_proj,31,0,4,91664
final_layernorm,31,0,4,32160
lm_head,31,0,4,471085
embedding,32,0,4,4640
input_layernorm,32,0,4,31984
k_proj,32,0,4,17008
v_proj,32,0,4,16256
rope,32,0,4,32256
o_proj,32,0,4,24096
post_layernorm,32,0,4,32352
gate_proj,32,0,4,75343
up_proj,32,0,4,65407
act_fn,32,0,4,5039
down_proj,32,0,4,91839
final_layernorm,32,0,4,32416
lm_head,32,0,4,471661
embedding,33,0,4,4672
input_layernorm,33,0,4,31520
q_proj,33,0,4,30959
k_proj,33,0,4,16544
v_proj,33,0,4,16256
rope,33,0,4,31998
o_proj,33,0,4,24207
post_layernorm,33,0,4,32001
gate_proj,33,0,4,76031
up_proj,33,0,4,65183
act_fn,33,0,4,5088
down_proj,33,0,4,92960
final_layernorm,33,0,4,32144
lm_head,33,0,4,473837
embedding,34,0,4,4704
input_layernorm,34,0,4,31551
q_proj,34,0,4,30015
k_proj,34,0,4,16768
v_proj,34,0,4,16288
rope,34,0,4,32144
o_proj,34,0,4,24304
post_layernorm,34,0,4,32175
gate_proj,34,0,4,75712
up_proj,34,0,4,65552
act_fn,34,0,4,5152
down_proj,34,0,4,91936
final_layernorm,34,0,4,32159
lm_head,34,0,4,474157
embedding,35,0,4,4832
input_layernorm,35,0,4,31455
q_proj,35,0,4,30143
k_proj,35,0,4,16800
v_proj,35,0,4,16256
rope,35,0,4,32048
o_proj,35,0,4,24510
post_layernorm,35,0,4,32144
gate_proj,35,0,4,75535
up_proj,35,0,4,65552
act_fn,35,0,4,5183
down_proj,35,0,4,91983
final_layernorm,35,0,4,32206
lm_head,35,0,4,473181
embedding,36,0,4,4832
input_layernorm,36,0,4,31616
q_proj,36,0,4,30254
k_proj,36,0,4,16863
v_proj,36,0,4,16272
rope,36,0,4,32575
o_proj,36,0,4,24415
post_layernorm,36,0,4,32255
gate_proj,36,0,4,76192
up_proj,36,0,4,65408
act_fn,36,0,4,5183
down_proj,36,0,4,92127
final_layernorm,36,0,4,32272
lm_head,36,0,4,474429
embedding,37,0,4,5280
input_layernorm,37,0,4,32031
q_proj,37,0,4,30224
k_proj,37,0,4,16896
v_proj,37,0,4,16303
rope,37,0,4,32223
o_proj,37,0,4,24543
post_layernorm,37,0,4,32847
gate_proj,37,0,4,75359
up_proj,37,0,4,65696
act_fn,37,0,4,5215
down_proj,37,0,4,92239
final_layernorm,37,0,4,32800
lm_head,37,0,4,475853
embedding,38,0,4,5248
input_layernorm,38,0,4,32127
q_proj,38,0,4,30351
k_proj,38,0,4,16848
v_proj,38,0,4,16352
rope,38,0,4,32351
o_proj,38,0,4,24528
post_layernorm,38,0,4,32799
gate_proj,38,0,4,76991
up_proj,38,0,4,65743
act_fn,38,0,4,5248
down_proj,38,0,4,92463
final_layernorm,38,0,4,32958
lm_head,38,0,4,476141
embedding,39,0,4,5327
input_layernorm,39,0,4,32158
q_proj,39,0,4,30432
k_proj,39,0,4,16976
v_proj,39,0,4,16288
rope,39,0,4,32254
o_proj,39,0,4,24480
post_layernorm,39,0,4,32815
gate_proj,39,0,4,76303
up_proj,39,0,4,66031
act_fn,39,0,4,5247
down_proj,39,0,4,92479
final_layernorm,39,0,4,33072
lm_head,39,0,4,476557
embedding,40,0,4,5312
input_layernorm,40,0,4,32465
q_proj,40,0,4,30432
k_proj,40,0,4,16896
v_proj,40,0,4,16336
rope,40,0,4,32638
o_proj,40,0,4,24704
post_layernorm,40,0,4,32767
gate_proj,40,0,4,76447
up_proj,40,0,4,66176
act_fn,40,0,4,5295
down_proj,40,0,4,92607
final_layernorm,40,0,4,32720
lm_head,40,0,4,476333
embedding,41,0,4,5471
input_layernorm,41,0,4,32337
q_proj,41,0,4,30463
k_proj,41,0,4,16768
v_proj,41,0,4,16368
rope,41,0,4,32334
o_proj,41,0,4,24656
post_layernorm,41,0,4,33152
gate_proj,41,0,4,77376
up_proj,41,0,4,67248
act_fn,41,0,4,5312
down_proj,41,0,4,92543
final_layernorm,41,0,4,33216
lm_head,41,0,4,476206
embedding,42,0,4,5440
input_layernorm,42,0,4,32479
q_proj,42,0,4,30528
k_proj,42,0,4,16831
v_proj,42,0,4,16415
rope,42,0,4,32448
o_proj,42,0,4,24560
post_layernorm,42,0,4,33263
gate_proj,42,0,4,77199
up_proj,42,0,4,66063
act_fn,42,0,4,5376
down_proj,42,0,4,92927
final_layernorm,42,0,4,33295
lm_head,42,0,4,477565
embedding,43,0,4,5440
input_layernorm,43,0,4,32735
q_proj,43,0,4,30560
k_proj,43,0,4,16832
v_proj,43,0,4,16368
rope,43,0,4,32352
o_proj,43,0,4,24592
post_layernorm,43,0,4,33168
gate_proj,43,0,4,77455
up_proj,43,0,4,66079
act_fn,43,0,4,5408
down_proj,43,0,4,94095
final_layernorm,43,0,4,33377
lm_head,43,0,4,478973
embedding,44,0,4,5568
input_layernorm,44,0,4,32336
q_proj,44,0,4,30624
k_proj,44,0,4,16880
v_proj,44,0,4,16368
rope,44,0,4,32640
o_proj,44,0,4,24944
post_layernorm,44,0,4,33216
gate_proj,44,0,4,76239
up_proj,44,0,4,66400
act_fn,44,0,4,5439
down_proj,44,0,4,94176
final_layernorm,44,0,4,33312
lm_head,44,0,4,478013
embedding,45,0,4,5536
input_layernorm,45,0,4,32479
q_proj,45,0,4,30751
k_proj,45,0,4,16992
v_proj,45,0,4,16432
rope,45,0,4,32607
o_proj,45,0,4,24864
post_layernorm,45,0,4,33408
gate_proj,45,0,4,77327
up_proj,45,0,4,67055
act_fn,45,0,4,5471
down_proj,45,0,4,93887
final_layernorm,45,0,4,33439
lm_head,45,0,4,479149
embedding,46,0,4,5696
input_layernorm,46,0,4,32528
q_proj,46,0,4,30688
k_proj,46,0,4,16800
v_proj,46,0,4,16385
rope,46,0,4,32447
o_proj,46,0,4,25007
post_layernorm,46,0,4,33216
gate_proj,46,0,4,76400
up_proj,46,0,4,66880
act_fn,46,0,4,5519
down_proj,46,0,4,93711
final_layernorm,46,0,4,33376
lm_head,46,0,4,479229
embedding,47,0,4,5856
input_layernorm,47,0,4,32912
q_proj,47,0,4,30784
k_proj,47,0,4,16864
v_proj,47,0,4,16399
rope,47,0,4,32384
o_proj,47,0,4,25008
post_layernorm,47,0,4,33472
gate_proj,47,0,4,76255
up_proj,47,0,4,68544
act_fn,47,0,4,5552
down_proj,47,0,4,94031
final_layernorm,47,0,4,33583
lm_head,47,0,4,478813
embedding,48,0,4,5728
input_layernorm,48,0,4,33086
q_proj,48,0,4,30863
k_proj,48,0,4,16864
v_proj,48,0,4,16399
rope,48,0,4,32832
o_proj,48,0,4,25023
post_layernorm,48,0,4,33776
gate_proj,48,0,4,77391
up_proj,48,0,4,67455
act_fn,48,0,4,5584
down_proj,48,0,4,94224
final_layernorm,48,0,4,33728
lm_head,48,0,4,479693
embedding,49,0,4,5728
input_layernorm,49,0,4,32255
q_proj,49,0,4,31104
k_proj,49,0,4,17008
v_proj,49,0,4,16608
rope,49,0,4,32719
o_proj,49,0,4,25264
post_layernorm,49,0,4,33503
gate_proj,49,0,4,76720
up_proj,49,0,4,67711
act_fn,49,0,4,5615
down_proj,49,0,4,94064
final_layernorm,49,0,4,33615
lm_head,49,0,4,479741
embedding,50,0,4,5856
input_layernorm,50,0,4,32609
q_proj,50,0,4,31231
k_proj,50,0,4,17120
v_proj,50,0,4,16591
rope,50,0,4,32496
o_proj,50,0,4,25296
post_layernorm,50,0,4,34016
gate_proj,50,0,4,79551
up_proj,50,0,4,68047
act_fn,50,0,4,5583
down_proj,50,0,4,94176
final_layernorm,50,0,4,33550
lm_head,50,0,4,479757
embedding,51,0,4,5952
input_layernorm,51,0,4,32799
q_proj,51,0,4,31104
k_proj,51,0,4,17183
v_proj,51,0,4,16575
rope,51,0,4,32415
o_proj,51,0,4,25248
post_layernorm,51,0,4,33680
gate_proj,51,0,4,77743
up_proj,51,0,4,68656
act_fn,51,0,4,5648
down_proj,51,0,4,93487
final_layernorm,51,0,4,33663
lm_head,51,0,4,481261
embedding,52,0,4,6032
input_layernorm,52,0,4,33376
q_proj,52,0,4,31216
k_proj,52,0,4,17056
v_proj,52,0,4,16576
rope,52,0,4,32751
o_proj,52,0,4,25376
post_layernorm,52,0,4,33743
gate_proj,52,0,4,77695
up_proj,52,0,4,68415
act_fn,52,0,4,5664
down_proj,52,0,4,93599
final_layernorm,52,0,4,33841
lm_head,52,0,4,479437
embedding,53,0,4,6224
input_layernorm,53,0,4,33535
q_proj,53,0,4,31295
k_proj,53,0,4,17071
v_proj,53,0,4,16544
rope,53,0,4,32640
o_proj,53,0,4,25455
post_layernorm,53,0,4,33824
gate_proj,53,0,4,78127
up_proj,53,0,4,71151
act_fn,53,0,4,5728
down_proj,53,0,4,93792
final_layernorm,53,0,4,33888
lm_head,53,0,4,476317
embedding,54,0,4,6352
input_layernorm,54,0,4,33664
q_proj,54,0,4,31424
k_proj,54,0,4,17103
v_proj,54,0,4,16544
rope,54,0,4,32576
o_proj,54,0,4,25616
post_layernorm,54,0,4,34335
gate_proj,54,0,4,79983
up_proj,54,0,4,70111
act_fn,54,0,4,5792
down_proj,54,0,4,95679
final_layernorm,54,0,4,34000
lm_head,54,0,4,475789
embedding,55,0,4,6512
input_layernorm,55,0,4,33825
q_proj,55,0,4,31520
k_proj,55,0,4,17072
v_proj,55,0,4,16639
rope,55,0,4,32912
o_proj,55,0,4,25536
post_layernorm,55,0,4,33823
gate_proj,55,0,4,78351
up_proj,55,0,4,69424
act_fn,55,0,4,5759
down_proj,55,0,4,94800
final_layernorm,55,0,4,34016
lm_head,55,0,4,475437
embedding,56,0,4,6512
input_layernorm,56,0,4,33823
q_proj,56,0,4,31376
k_proj,56,0,4,17008
v_proj,56,0,4,16608
rope,56,0,4,33214
o_proj,56,0,4,25695
post_layernorm,56,0,4,34112
gate_proj,56,0,4,80176
up_proj,56,0,4,69760
act_fn,56,0,4,5840
down_proj,56,0,4,94479
final_layernorm,56,0,4,33839
lm_head,56,0,4,475678
embedding,57,0,4,6655
input_layernorm,57,0,4,33950
q_proj,57,0,4,31488
k_proj,57,0,4,17088
v_proj,57,0,4,16607
rope,57,0,4,32895
o_proj,57,0,4,25680
post_layernorm,57,0,4,34449
gate_proj,57,0,4,80543
up_proj,57,0,4,70318
act_fn,57,0,4,5792
down_proj,57,0,4,94895
final_layernorm,57,0,4,34113
lm_head,57,0,4,480333
embedding,58,0,4,6656
input_layernorm,58,0,4,34015
q_proj,58,0,4,31583
k_proj,58,0,4,17120
v_proj,58,0,4,16608
rope,58,0,4,32638
o_proj,58,0,4,25696
post_layernorm,58,0,4,34591
gate_proj,58,0,4,80191
up_proj,58,0,4,71184
act_fn,58,0,4,5903
down_proj,58,0,4,95759
final_layernorm,58,0,4,34319
lm_head,58,0,4,478557
embedding,59,0,4,6735
input_layernorm,59,0,4,33984
q_proj,59,0,4,31616
k_proj,59,0,4,17167
v_proj,59,0,4,16624
rope,59,0,4,32543
o_proj,59,0,4,25871
post_layernorm,59,0,4,34415
gate_proj,59,0,4,79599
up_proj,59,0,4,69935
act_fn,59,0,4,5856
down_proj,59,0,4,94367
final_layernorm,59,0,4,34273
lm_head,59,0,4,478045
embedding,60,0,4,6784
input_layernorm,60,0,4,34528
q_proj,60,0,4,31648
k_proj,60,0,4,17152
v_proj,60,0,4,16592
rope,60,0,4,33199
o_proj,60,0,4,25696
post_layernorm,60,0,4,34767
gate_proj,60,0,4,79439
up_proj,60,0,4,70304
act_fn,60,0,4,5888
down_proj,60,0,4,95551
final_layernorm,60,0,4,34687
lm_head,60,0,4,478173
embedding,61,0,4,6768
input_layernorm,61,0,4,34353
q_proj,61,0,4,31727
k_proj,61,0,4,17247
v_proj,61,0,4,16704
rope,61,0,4,32895
o_proj,61,0,4,25824
post_layernorm,61,0,4,34511
gate_proj,61,0,4,79743
up_proj,61,0,4,70351
act_fn,61,0,4,5920
down_proj,61,0,4,96240
final_layernorm,61,0,4,34575
lm_head,61,0,4,478589
embedding,62,0,4,6831
input_layernorm,62,0,4,34159
q_proj,62,0,4,31903
k_proj,62,0,4,17039
v_proj,62,0,4,16704
rope,62,0,4,32992
o_proj,62,0,4,25968
post_layernorm,62,0,4,34479
gate_proj,62,0,4,79888
up_proj,62,0,4,70703
act_fn,62,0,4,5967
down_proj,62,0,4,96400
final_layernorm,62,0,4,34368
lm_head,62,0,4,479117
embedding,63,0,4,6831
input_layernorm,63,0,4,34288
q_proj,63,0,4,31904
k_proj,63,0,4,17088
v_proj,63,0,4,16687
rope,63,0,4,32928
o_proj,63,0,4,25968
post_layernorm,63,0,4,34496
gate_proj,63,0,4,79887
up_proj,63,0,4,72304
act_fn,63,0,4,6000
down_proj,63,0,4,96064
final_layernorm,63,0,4,34656
lm_head,63,0,4,480318
embedding,64,0,4,6944
input_layernorm,64,0,4,34495
q_proj,64,0,4,31840
k_proj,64,0,4,17183
v_proj,64,0,4,16656
rope,64,0,4,32926
o_proj,64,0,4,26144
post_layernorm,64,0,4,35023
gate_proj,64,0,4,80159
up_proj,64,0,4,71344
act_fn,64,0,4,6080
down_proj,64,0,4,95199
final_layernorm,64,0,4,35056
lm_head,64,0,4,480845
embedding,65,0,4,7008
input_layernorm,65,0,4,34367
q_proj,65,0,4,29855
k_proj,65,0,4,16832
v_proj,65,0,4,16415
rope,65,0,4,33087
o_proj,65,0,4,30160
post_layernorm,65,0,4,35055
gate_proj,65,0,4,73872
up_proj,65,0,4,70751
act_fn,65,0,4,6112
down_proj,65,0,4,85759
final_layernorm,65,0,4,35087
lm_head,65,0,4,496749
embedding,66,0,4,7007
input_layernorm,66,0,4,34432
q_proj,66,0,4,29824
k_proj,66,0,4,17008
v_proj,66,0,4,16352
rope,66,0,4,33103
o_proj,66,0,4,30432
post_layernorm,66,0,4,34912
gate_proj,66,0,4,74143
up_proj,66,0,4,70912
act_fn,66,0,4,6112
down_proj,66,0,4,85776
final_layernorm,66,0,4,35103
lm_head,66,0,4,496861
embedding,67,0,4,7040
input_layernorm,67,0,4,34688
q_proj,67,0,4,29983
k_proj,67,0,4,16895
v_proj,67,0,4,16287
rope,67,0,4,33087
o_proj,67,0,4,30287
post_layernorm,67,0,4,35184
gate_proj,67,0,4,74191
up_proj,67,0,4,71024
act_fn,67,0,4,6080
down_proj,67,0,4,86175
final_layernorm,67,0,4,35248
lm_head,67,0,4,496749
embedding,68,0,4,7168
input_layernorm,68,0,4,34799
q_proj,68,0,4,29871
k_proj,68,0,4,16896
v_proj,68,0,4,16352
rope,68,0,4,33247
o_proj,68,0,4,30352
post_layernorm,68,0,4,35073
gate_proj,68,0,4,74255
up_proj,68,0,4,71166
act_fn,68,0,4,6112
down_proj,68,0,4,85792
final_layernorm,68,0,4,35344
lm_head,68,0,4,496925
embedding,69,0,4,7328
input_layernorm,69,0,4,34880
q_proj,69,0,4,29935
k_proj,69,0,4,16976
v_proj,69,0,4,16399
rope,69,0,4,32830
o_proj,69,0,4,30175
post_layernorm,69,0,4,35248
gate_proj,69,0,4,74287
up_proj,69,0,4,71327
act_fn,69,0,4,6223
down_proj,69,0,4,86000
final_layernorm,69,0,4,35295
lm_head,69,0,4,497485
embedding,70,0,4,7296
input_layernorm,70,0,4,34897
q_proj,70,0,4,29968
k_proj,70,0,4,16944
v_proj,70,0,4,16272
rope,70,0,4,33183
o_proj,70,0,4,30367
post_layernorm,70,0,4,35264
gate_proj,70,0,4,74463
up_proj,70,0,4,71471
act_fn,70,0,4,6208
down_proj,70,0,4,85887
final_layernorm,70,0,4,35311
lm_head,70,0,4,497790
embedding,71,0,4,7456
input_layernorm,71,0,4,35007
q_proj,71,0,4,29904
k_proj,71,0,4,17088
v_proj,71,0,4,16479
rope,71,0,4,33167
o_proj,71,0,4,29984
post_layernorm,71,0,4,35296
gate_proj,71,0,4,74367
up_proj,71,0,4,71646
act_fn,71,0,4,6271
down_proj,71,0,4,85983
final_layernorm,71,0,4,35328
lm_head,71,0,4,497630
embedding,72,0,4,7504
input_layernorm,72,0,4,34720
q_proj,72,0,4,30015
k_proj,72,0,4,17024
v_proj,72,0,4,16464
rope,72,0,4,33664
o_proj,72,0,4,30128
post_layernorm,72,0,4,35183
gate_proj,72,0,4,74479
up_proj,72,0,4,71583
act_fn,72,0,4,6304
down_proj,72,0,4,86031
final_layernorm,72,0,4,35168
lm_head,72,0,4,497709
embedding,73,0,4,7712
input_layernorm,73,0,4,37904
q_proj,73,0,4,29920
k_proj,73,0,4,17088
v_proj,73,0,4,16480
rope,73,0,4,34160
o_proj,73,0,4,30224
post_layernorm,73,0,4,39040
gate_proj,73,0,4,74559
up_proj,73,0,4,71647
act_fn,73,0,4,6272
down_proj,73,0,4,86032
final_layernorm,73,0,4,38992
lm_head,73,0,4,497965
embedding,74,0,4,7727
input_layernorm,74,0,4,37984
q_proj,74,0,4,30048
k_proj,74,0,4,17087
v_proj,74,0,4,16416
rope,74,0,4,34415
o_proj,74,0,4,30175
post_layernorm,74,0,4,39296
gate_proj,74,0,4,74735
up_proj,74,0,4,71888
