layer_name,input,kv_cache,tp_size,latency(ns)
o_proj,6,0,4,20399
embedding,7,0,4,7071
input_layernorm,7,0,4,24831
q_proj,7,0,4,2400
k_proj,7,0,4,1984
v_proj,7,0,4,1952
rope,7,0,4,31808
post_layernorm,7,0,4,25774
gate_proj,7,0,4,3584
up_proj,7,0,4,3552
act_fn,7,0,4,3936
final_layernorm,7,0,4,25759
o_proj,7,0,4,20671
embedding,8,0,4,7808
input_layernorm,8,0,4,27503
q_proj,8,0,4,2432
k_proj,8,0,4,2016
v_proj,8,0,4,1984
rope,8,0,4,32320
post_layernorm,8,0,4,27872
gate_proj,8,0,4,3648
up_proj,8,0,4,3615
act_fn,8,0,4,4128
final_layernorm,8,0,4,27759
o_proj,8,0,4,20943
embedding,9,0,4,8672
input_layernorm,9,0,4,26750
q_proj,9,0,4,2464
k_proj,9,0,4,2048
v_proj,9,0,4,2017
rope,9,0,4,32001
post_layernorm,9,0,4,27485
gate_proj,9,0,4,3696
up_proj,9,0,4,3648
act_fn,9,0,4,4192
final_layernorm,9,0,4,27231
o_proj,9,0,4,21215
embedding,10,0,4,9344
input_layernorm,10,0,4,26848
q_proj,10,0,4,2464
k_proj,10,0,4,2080
v_proj,10,0,4,2016
rope,10,0,4,32127
post_layernorm,10,0,4,27439
gate_proj,10,0,4,3712
up_proj,10,0,4,3680
act_fn,10,0,4,4064
final_layernorm,10,0,4,27519
o_proj,10,0,4,21487
embedding,11,0,4,10048
input_layernorm,11,0,4,26991
q_proj,11,0,4,2496
k_proj,11,0,4,2080
v_proj,11,0,4,2016
rope,11,0,4,32144
post_layernorm,11,0,4,27679
gate_proj,11,0,4,3776
up_proj,11,0,4,3744
act_fn,11,0,4,4128
final_layernorm,11,0,4,27616
o_proj,11,0,4,21759
embedding,12,0,4,10735
input_layernorm,12,0,4,27103
q_proj,12,0,4,2496
k_proj,12,0,4,2112
v_proj,12,0,4,2048
rope,12,0,4,32464
post_layernorm,12,0,4,27743
gate_proj,12,0,4,3840
up_proj,12,0,4,3776
act_fn,12,0,4,4191
final_layernorm,12,0,4,27711
o_proj,12,0,4,22031
embedding,13,0,4,11584
input_layernorm,13,0,4,27070
q_proj,13,0,4,2512
k_proj,13,0,4,2144
v_proj,13,0,4,2112
rope,13,0,4,32191
post_layernorm,13,0,4,27985
gate_proj,13,0,4,3872
up_proj,13,0,4,3840
act_fn,13,0,4,4448
final_layernorm,13,0,4,27838
o_proj,13,0,4,22303
embedding,14,0,4,12384
input_layernorm,14,0,4,27328
q_proj,14,0,4,2528
k_proj,14,0,4,2144
v_proj,14,0,4,2096
rope,14,0,4,32160
post_layernorm,14,0,4,28000
gate_proj,14,0,4,3936
up_proj,14,0,4,3904
act_fn,14,0,4,4224
final_layernorm,14,0,4,27871
o_proj,14,0,4,22575
embedding,15,0,4,12928
input_layernorm,15,0,4,27440
q_proj,15,0,4,2528
k_proj,15,0,4,2144
v_proj,15,0,4,2111
rope,15,0,4,32030
post_layernorm,15,0,4,28272
gate_proj,15,0,4,3968
up_proj,15,0,4,3936
act_fn,15,0,4,4303
final_layernorm,15,0,4,28142
o_proj,15,0,4,22847
embedding,16,0,4,13600
input_layernorm,16,0,4,31695
q_proj,16,0,4,2528
k_proj,16,0,4,2160
v_proj,16,0,4,2112
rope,16,0,4,32367
post_layernorm,16,0,4,32047
gate_proj,16,0,4,4031
up_proj,16,0,4,3968
act_fn,16,0,4,4352
final_layernorm,16,0,4,32048
lm_head,16,0,4,464651
o_proj,16,0,4,23119
embedding,17,0,4,3616
input_layernorm,17,0,4,30510
k_proj,17,0,4,17296
v_proj,17,0,4,16543
rope,17,0,4,31985
o_proj,17,0,4,23392
post_layernorm,17,0,4,31280
gate_proj,17,0,4,68447
up_proj,17,0,4,78943
act_fn,17,0,4,4576
down_proj,17,0,4,89119
final_layernorm,17,0,4,31200
lm_head,17,0,4,464748
embedding,18,0,4,3648
input_layernorm,18,0,4,30720
k_proj,18,0,4,17152
v_proj,18,0,4,16480
rope,18,0,4,32128
o_proj,18,0,4,23487
post_layernorm,18,0,4,31391
gate_proj,18,0,4,68191
up_proj,18,0,4,78591
act_fn,18,0,4,4656
down_proj,18,0,4,89375
final_layernorm,18,0,4,31327
lm_head,18,0,4,466284
embedding,19,0,4,4192
input_layernorm,19,0,4,30832
k_proj,19,0,4,17184
v_proj,19,0,4,16496
rope,19,0,4,32032
o_proj,19,0,4,23520
post_layernorm,19,0,4,31616
gate_proj,19,0,4,68335
up_proj,19,0,4,78655
act_fn,19,0,4,4672
down_proj,19,0,4,89471
final_layernorm,19,0,4,31407
lm_head,19,0,4,466412
embedding,20,0,4,4128
input_layernorm,20,0,4,30976
k_proj,20,0,4,17216
v_proj,20,0,4,16479
rope,20,0,4,32382
o_proj,20,0,4,23535
post_layernorm,20,0,4,31520
gate_proj,20,0,4,68175
up_proj,20,0,4,75632
act_fn,20,0,4,4640
down_proj,20,0,4,89503
final_layernorm,20,0,4,31457
lm_head,20,0,4,467340
embedding,21,0,4,4192
input_layernorm,21,0,4,30911
k_proj,21,0,4,17151
v_proj,21,0,4,16384
rope,21,0,4,32095
o_proj,21,0,4,23679
post_layernorm,21,0,4,31646
gate_proj,21,0,4,68527
up_proj,21,0,4,78639
act_fn,21,0,4,4704
down_proj,21,0,4,89311
final_layernorm,21,0,4,31550
lm_head,21,0,4,466188
embedding,22,0,4,4160
input_layernorm,22,0,4,31216
k_proj,22,0,4,17184
v_proj,22,0,4,16496
rope,22,0,4,32192
o_proj,22,0,4,23808
post_layernorm,22,0,4,31584
gate_proj,22,0,4,68351
up_proj,22,0,4,79119
act_fn,22,0,4,4736
down_proj,22,0,4,89327
final_layernorm,22,0,4,31584
lm_head,22,0,4,467228
embedding,23,0,4,4368
input_layernorm,23,0,4,31038
k_proj,23,0,4,17248
v_proj,23,0,4,16479
rope,23,0,4,32096
o_proj,23,0,4,23840
post_layernorm,23,0,4,31824
gate_proj,23,0,4,68271
up_proj,23,0,4,79327
act_fn,23,0,4,4768
down_proj,23,0,4,89471
final_layernorm,23,0,4,31647
lm_head,23,0,4,468156
embedding,24,0,4,4384
input_layernorm,24,0,4,31295
k_proj,24,0,4,17216
v_proj,24,0,4,16416
rope,24,0,4,32509
o_proj,24,0,4,23808
post_layernorm,24,0,4,31584
gate_proj,24,0,4,68384
up_proj,24,0,4,78815
act_fn,24,0,4,4768
down_proj,24,0,4,89647
final_layernorm,24,0,4,31488
lm_head,24,0,4,468524
embedding,25,0,4,4416
input_layernorm,25,0,4,31295
k_proj,25,0,4,17312
v_proj,25,0,4,16448
rope,25,0,4,32031
o_proj,25,0,4,23872
post_layernorm,25,0,4,32048
gate_proj,25,0,4,68703
up_proj,25,0,4,78927
act_fn,25,0,4,4847
down_proj,25,0,4,89823
final_layernorm,25,0,4,31871
lm_head,25,0,4,467916
embedding,26,0,4,4479
input_layernorm,26,0,4,31359
k_proj,26,0,4,17248
v_proj,26,0,4,16416
rope,26,0,4,32240
o_proj,26,0,4,23904
post_layernorm,26,0,4,32064
gate_proj,26,0,4,69519
up_proj,26,0,4,79039
act_fn,26,0,4,4879
down_proj,26,0,4,89775
final_layernorm,26,0,4,31904
lm_head,26,0,4,468139
embedding,27,0,4,4511
input_layernorm,27,0,4,31488
k_proj,27,0,4,17232
v_proj,27,0,4,16495
rope,27,0,4,32127
o_proj,27,0,4,24000
post_layernorm,27,0,4,32096
gate_proj,27,0,4,69199
up_proj,27,0,4,79263
act_fn,27,0,4,4864
down_proj,27,0,4,90111
final_layernorm,27,0,4,32095
lm_head,27,0,4,470028
embedding,28,0,4,4592
input_layernorm,28,0,4,31663
k_proj,28,0,4,17200
v_proj,28,0,4,16399
rope,28,0,4,32446
o_proj,28,0,4,24031
post_layernorm,28,0,4,32271
gate_proj,28,0,4,70335
up_proj,28,0,4,79023
act_fn,28,0,4,4895
down_proj,28,0,4,90383
final_layernorm,28,0,4,32080
lm_head,28,0,4,470476
embedding,29,0,4,4704
input_layernorm,29,0,4,31713
k_proj,29,0,4,17264
v_proj,29,0,4,16480
rope,29,0,4,32161
o_proj,29,0,4,24351
post_layernorm,29,0,4,32415
gate_proj,29,0,4,70911
up_proj,29,0,4,79055
act_fn,29,0,4,4896
down_proj,29,0,4,90831
final_layernorm,29,0,4,32417
lm_head,29,0,4,470252
embedding,30,0,4,4736
input_layernorm,30,0,4,31871
k_proj,30,0,4,17295
v_proj,30,0,4,16511
rope,30,0,4,32352
o_proj,30,0,4,24336
post_layernorm,30,0,4,32416
gate_proj,30,0,4,70511
up_proj,30,0,4,79391
act_fn,30,0,4,4960
down_proj,30,0,4,91152
final_layernorm,30,0,4,32528
lm_head,30,0,4,468556
embedding,31,0,4,4736
input_layernorm,31,0,4,31936
k_proj,31,0,4,17296
v_proj,31,0,4,16448
rope,31,0,4,32224
o_proj,31,0,4,24336
post_layernorm,31,0,4,32512
gate_proj,31,0,4,70511
up_proj,31,0,4,79055
act_fn,31,0,4,4960
down_proj,31,0,4,91039
final_layernorm,31,0,4,32608
lm_head,31,0,4,470284
embedding,32,0,4,4880
input_layernorm,32,0,4,32672
k_proj,32,0,4,17471
v_proj,32,0,4,16576
rope,32,0,4,32928
o_proj,32,0,4,24703
post_layernorm,32,0,4,33055
gate_proj,32,0,4,70655
up_proj,32,0,4,79247
act_fn,32,0,4,5088
down_proj,32,0,4,90767
final_layernorm,32,0,4,32960
lm_head,32,0,4,469804
embedding,33,0,4,4895
input_layernorm,33,0,4,31871
q_proj,33,0,4,31200
k_proj,33,0,4,16991
v_proj,33,0,4,16463
rope,33,0,4,32447
o_proj,33,0,4,24480
post_layernorm,33,0,4,32560
gate_proj,33,0,4,70335
up_proj,33,0,4,79679
act_fn,33,0,4,5151
down_proj,33,0,4,91471
final_layernorm,33,0,4,32608
lm_head,33,0,4,471724
embedding,34,0,4,4960
input_layernorm,34,0,4,31903
q_proj,34,0,4,30463
k_proj,34,0,4,17104
v_proj,34,0,4,16415
rope,34,0,4,32543
o_proj,34,0,4,24463
post_layernorm,34,0,4,32672
gate_proj,34,0,4,70207
up_proj,34,0,4,78735
act_fn,34,0,4,5136
down_proj,34,0,4,91247
final_layernorm,34,0,4,32608
lm_head,34,0,4,471180
embedding,35,0,4,4960
input_layernorm,35,0,4,32031
q_proj,35,0,4,30494
k_proj,35,0,4,17008
v_proj,35,0,4,16416
rope,35,0,4,32400
o_proj,35,0,4,24544
post_layernorm,35,0,4,32558
gate_proj,35,0,4,70191
up_proj,35,0,4,79263
act_fn,35,0,4,5184
down_proj,35,0,4,90879
final_layernorm,35,0,4,32671
lm_head,35,0,4,473340
embedding,36,0,4,5056
input_layernorm,36,0,4,32160
q_proj,36,0,4,30560
k_proj,36,0,4,17008
v_proj,36,0,4,16464
rope,36,0,4,32865
o_proj,36,0,4,24656
post_layernorm,36,0,4,32640
gate_proj,36,0,4,70527
up_proj,36,0,4,77423
act_fn,36,0,4,5215
down_proj,36,0,4,90975
final_layernorm,36,0,4,32703
lm_head,36,0,4,473308
embedding,37,0,4,5504
input_layernorm,37,0,4,32639
q_proj,37,0,4,30607
k_proj,37,0,4,17040
v_proj,37,0,4,16368
rope,37,0,4,32574
o_proj,37,0,4,24704
post_layernorm,37,0,4,33120
gate_proj,37,0,4,71039
up_proj,37,0,4,79231
act_fn,37,0,4,5247
down_proj,37,0,4,91039
final_layernorm,37,0,4,33280
lm_head,37,0,4,473276
embedding,38,0,4,5536
input_layernorm,38,0,4,32656
q_proj,38,0,4,30656
k_proj,38,0,4,17072
v_proj,38,0,4,16463
rope,38,0,4,32671
o_proj,38,0,4,24800
post_layernorm,38,0,4,33168
gate_proj,38,0,4,70992
up_proj,38,0,4,79551
act_fn,38,0,4,5312
down_proj,38,0,4,91406
final_layernorm,38,0,4,33375
lm_head,38,0,4,474045
embedding,39,0,4,5632
input_layernorm,39,0,4,32671
q_proj,39,0,4,30736
k_proj,39,0,4,17088
v_proj,39,0,4,16448
rope,39,0,4,32605
o_proj,39,0,4,24832
post_layernorm,39,0,4,33343
gate_proj,39,0,4,70959
up_proj,39,0,4,79232
act_fn,39,0,4,5279
down_proj,39,0,4,91232
final_layernorm,39,0,4,33376
lm_head,39,0,4,473789
embedding,40,0,4,5568
input_layernorm,40,0,4,32944
q_proj,40,0,4,30784
k_proj,40,0,4,17007
v_proj,40,0,4,16480
rope,40,0,4,32928
o_proj,40,0,4,25056
post_layernorm,40,0,4,33198
gate_proj,40,0,4,71183
up_proj,40,0,4,76463
act_fn,40,0,4,5344
down_proj,40,0,4,91183
final_layernorm,40,0,4,33169
lm_head,40,0,4,474284
embedding,41,0,4,5696
input_layernorm,41,0,4,33024
q_proj,41,0,4,30975
k_proj,41,0,4,17120
v_proj,41,0,4,16527
rope,41,0,4,32576
o_proj,41,0,4,24927
post_layernorm,41,0,4,33711
gate_proj,41,0,4,71903
up_proj,41,0,4,79455
act_fn,41,0,4,5408
down_proj,41,0,4,91455
final_layernorm,41,0,4,33695
lm_head,41,0,4,474844
embedding,42,0,4,5664
input_layernorm,42,0,4,32864
q_proj,42,0,4,31038
k_proj,42,0,4,17183
v_proj,42,0,4,16496
rope,42,0,4,32798
o_proj,42,0,4,24960
post_layernorm,42,0,4,33759
gate_proj,42,0,4,71903
up_proj,42,0,4,78447
act_fn,42,0,4,5376
down_proj,42,0,4,91664
final_layernorm,42,0,4,33855
lm_head,42,0,4,476492
embedding,43,0,4,5664
input_layernorm,43,0,4,33328
q_proj,43,0,4,31151
k_proj,43,0,4,17152
v_proj,43,0,4,16544
rope,43,0,4,32704
o_proj,43,0,4,24960
post_layernorm,43,0,4,33839
gate_proj,43,0,4,72063
up_proj,43,0,4,79726
act_fn,43,0,4,5440
down_proj,43,0,4,91535
final_layernorm,43,0,4,33823
lm_head,43,0,4,476924
embedding,44,0,4,5679
input_layernorm,44,0,4,32943
q_proj,44,0,4,31135
k_proj,44,0,4,17153
v_proj,44,0,4,16480
rope,44,0,4,33055
o_proj,44,0,4,25264
post_layernorm,44,0,4,33839
gate_proj,44,0,4,72447
up_proj,44,0,4,78863
act_fn,44,0,4,5439
down_proj,44,0,4,91663
final_layernorm,44,0,4,33919
lm_head,44,0,4,476812
embedding,45,0,4,5728
input_layernorm,45,0,4,33103
q_proj,45,0,4,31104
k_proj,45,0,4,17104
v_proj,45,0,4,16512
rope,45,0,4,32672
o_proj,45,0,4,25248
post_layernorm,45,0,4,33840
gate_proj,45,0,4,72688
up_proj,45,0,4,78575
act_fn,45,0,4,5536
down_proj,45,0,4,91936
final_layernorm,45,0,4,34063
lm_head,45,0,4,477180
embedding,46,0,4,5871
input_layernorm,46,0,4,33136
q_proj,46,0,4,31231
k_proj,46,0,4,17167
v_proj,46,0,4,16512
rope,46,0,4,32799
o_proj,46,0,4,25280
post_layernorm,46,0,4,33855
gate_proj,46,0,4,73023
up_proj,46,0,4,78703
act_fn,46,0,4,5536
down_proj,46,0,4,91775
final_layernorm,46,0,4,33905
lm_head,46,0,4,477261
embedding,47,0,4,5888
input_layernorm,47,0,4,33407
q_proj,47,0,4,31327
k_proj,47,0,4,17279
v_proj,47,0,4,16560
rope,47,0,4,32736
o_proj,47,0,4,25455
post_layernorm,47,0,4,33951
gate_proj,47,0,4,72432
up_proj,47,0,4,79391
act_fn,47,0,4,5617
down_proj,47,0,4,91983
final_layernorm,47,0,4,33968
lm_head,47,0,4,477356
embedding,48,0,4,5903
input_layernorm,48,0,4,33711
q_proj,48,0,4,31295
k_proj,48,0,4,17216
v_proj,48,0,4,16607
rope,48,0,4,33167
o_proj,48,0,4,25408
post_layernorm,48,0,4,34288
gate_proj,48,0,4,74128
up_proj,48,0,4,78896
act_fn,48,0,4,5600
down_proj,48,0,4,92095
final_layernorm,48,0,4,34289
lm_head,48,0,4,478524
embedding,49,0,4,5935
input_layernorm,49,0,4,33310
q_proj,49,0,4,31392
k_proj,49,0,4,17424
v_proj,49,0,4,16768
rope,49,0,4,33088
o_proj,49,0,4,25600
post_layernorm,49,0,4,34080
gate_proj,49,0,4,73519
up_proj,49,0,4,78432
act_fn,49,0,4,5679
down_proj,49,0,4,92176
final_layernorm,49,0,4,34015
lm_head,49,0,4,477884
embedding,50,0,4,6080
input_layernorm,50,0,4,34048
q_proj,50,0,4,31520
k_proj,50,0,4,17344
v_proj,50,0,4,16816
rope,50,0,4,32831
o_proj,50,0,4,25391
post_layernorm,50,0,4,34287
gate_proj,50,0,4,74559
up_proj,50,0,4,78047
act_fn,50,0,4,5600
down_proj,50,0,4,92239
final_layernorm,50,0,4,34112
lm_head,50,0,4,475596
embedding,51,0,4,6208
input_layernorm,51,0,4,34079
q_proj,51,0,4,31615
k_proj,51,0,4,17424
v_proj,51,0,4,16688
rope,51,0,4,32862
o_proj,51,0,4,25440
post_layernorm,51,0,4,34160
gate_proj,51,0,4,73759
up_proj,51,0,4,78207
act_fn,51,0,4,5664
down_proj,51,0,4,92719
final_layernorm,51,0,4,34223
lm_head,51,0,4,477292
embedding,52,0,4,6207
input_layernorm,52,0,4,34143
q_proj,52,0,4,31680
k_proj,52,0,4,17391
v_proj,52,0,4,16815
rope,52,0,4,33088
o_proj,52,0,4,25632
post_layernorm,52,0,4,34192
gate_proj,52,0,4,74015
up_proj,52,0,4,78815
act_fn,52,0,4,5665
down_proj,52,0,4,92639
final_layernorm,52,0,4,34145
lm_head,52,0,4,477116
embedding,53,0,4,6272
input_layernorm,53,0,4,34144
q_proj,53,0,4,31744
k_proj,53,0,4,17408
v_proj,53,0,4,16736
rope,53,0,4,32912
o_proj,53,0,4,25759
post_layernorm,53,0,4,34081
gate_proj,53,0,4,75071
up_proj,53,0,4,78719
act_fn,53,0,4,5759
down_proj,53,0,4,92799
final_layernorm,53,0,4,34145
lm_head,53,0,4,481244
embedding,54,0,4,6416
input_layernorm,54,0,4,34160
q_proj,54,0,4,31775
k_proj,54,0,4,17343
v_proj,54,0,4,16784
rope,54,0,4,32960
o_proj,54,0,4,25647
post_layernorm,54,0,4,34544
gate_proj,54,0,4,74815
up_proj,54,0,4,77950
act_fn,54,0,4,5759
down_proj,54,0,4,92831
final_layernorm,54,0,4,34287
lm_head,54,0,4,482156
embedding,55,0,4,6560
input_layernorm,55,0,4,34240
q_proj,55,0,4,31792
k_proj,55,0,4,17391
v_proj,55,0,4,16847
rope,55,0,4,32863
o_proj,55,0,4,25823
post_layernorm,55,0,4,34399
gate_proj,55,0,4,75439
up_proj,55,0,4,77999
act_fn,55,0,4,5856
down_proj,55,0,4,92543
final_layernorm,55,0,4,34463
lm_head,55,0,4,480828
embedding,56,0,4,6624
input_layernorm,56,0,4,34271
q_proj,56,0,4,31807
k_proj,56,0,4,17376
v_proj,56,0,4,16768
rope,56,0,4,33215
o_proj,56,0,4,25935
post_layernorm,56,0,4,34576
gate_proj,56,0,4,75439
up_proj,56,0,4,77584
act_fn,56,0,4,5792
down_proj,56,0,4,92912
final_layernorm,56,0,4,34016
lm_head,56,0,4,481420
embedding,57,0,4,6656
input_layernorm,57,0,4,34288
q_proj,57,0,4,31936
k_proj,57,0,4,17456
v_proj,57,0,4,16864
rope,57,0,4,32880
o_proj,57,0,4,25952
post_layernorm,57,0,4,35024
gate_proj,57,0,4,77087
up_proj,57,0,4,77791
act_fn,57,0,4,5856
down_proj,57,0,4,92655
final_layernorm,57,0,4,34448
lm_head,57,0,4,481276
embedding,58,0,4,6751
input_layernorm,58,0,4,34351
q_proj,58,0,4,32063
k_proj,58,0,4,17504
v_proj,58,0,4,16896
rope,58,0,4,32928
o_proj,58,0,4,25952
post_layernorm,58,0,4,35104
gate_proj,58,0,4,76559
up_proj,58,0,4,77263
act_fn,58,0,4,5856
down_proj,58,0,4,93344
final_layernorm,58,0,4,34592
lm_head,58,0,4,482028
embedding,59,0,4,6848
input_layernorm,59,0,4,34368
q_proj,59,0,4,32112
k_proj,59,0,4,17520
v_proj,59,0,4,16895
rope,59,0,4,32926
o_proj,59,0,4,26079
post_layernorm,59,0,4,34559
gate_proj,59,0,4,76239
up_proj,59,0,4,79310
act_fn,59,0,4,5920
down_proj,59,0,4,94623
final_layernorm,59,0,4,34861
lm_head,59,0,4,483196
embedding,60,0,4,6848
input_layernorm,60,0,4,35024
q_proj,60,0,4,32223
k_proj,60,0,4,17360
v_proj,60,0,4,16896
rope,60,0,4,33568
o_proj,60,0,4,26111
post_layernorm,60,0,4,35423
gate_proj,60,0,4,75807
up_proj,60,0,4,77247
act_fn,60,0,4,5952
down_proj,60,0,4,93775
final_layernorm,60,0,4,34832
lm_head,60,0,4,482876
embedding,61,0,4,6816
input_layernorm,61,0,4,34496
q_proj,61,0,4,31920
k_proj,61,0,4,17407
v_proj,61,0,4,16768
rope,61,0,4,32769
o_proj,61,0,4,25887
post_layernorm,61,0,4,34752
gate_proj,61,0,4,76735
up_proj,61,0,4,79103
act_fn,61,0,4,5983
down_proj,61,0,4,92687
final_layernorm,61,0,4,34848
lm_head,61,0,4,481741
embedding,62,0,4,6944
input_layernorm,62,0,4,34592
q_proj,62,0,4,31968
k_proj,62,0,4,17184
v_proj,62,0,4,16768
rope,62,0,4,33215
o_proj,62,0,4,26127
post_layernorm,62,0,4,34577
gate_proj,62,0,4,76255
up_proj,62,0,4,78255
act_fn,62,0,4,6048
down_proj,62,0,4,92959
final_layernorm,62,0,4,34656
lm_head,62,0,4,482973
embedding,63,0,4,6880
input_layernorm,63,0,4,34640
q_proj,63,0,4,32048
k_proj,63,0,4,17343
v_proj,63,0,4,16848
rope,63,0,4,32863
o_proj,63,0,4,26032
post_layernorm,63,0,4,34944
gate_proj,63,0,4,76671
up_proj,63,0,4,78575
act_fn,63,0,4,6016
down_proj,63,0,4,94335
final_layernorm,63,0,4,35055
lm_head,63,0,4,481997
embedding,64,0,4,7024
input_layernorm,64,0,4,34815
q_proj,64,0,4,32000
k_proj,64,0,4,17280
v_proj,64,0,4,16832
rope,64,0,4,33086
o_proj,64,0,4,25999
post_layernorm,64,0,4,35551
gate_proj,64,0,4,76160
up_proj,64,0,4,77711
act_fn,64,0,4,6016
down_proj,64,0,4,93472
final_layernorm,64,0,4,35424
lm_head,64,0,4,482989
embedding,65,0,4,6945
input_layernorm,65,0,4,34752
q_proj,65,0,4,29696
k_proj,65,0,4,16928
v_proj,65,0,4,16271
rope,65,0,4,32976
o_proj,65,0,4,30128
post_layernorm,65,0,4,35392
gate_proj,65,0,4,74591
up_proj,65,0,4,71439
act_fn,65,0,4,6176
down_proj,65,0,4,85375
final_layernorm,65,0,4,35344
lm_head,65,0,4,497516
embedding,66,0,4,7008
input_layernorm,66,0,4,34735
q_proj,66,0,4,29712
k_proj,66,0,4,16944
v_proj,66,0,4,16320
rope,66,0,4,33358
o_proj,66,0,4,30192
post_layernorm,66,0,4,35326
gate_proj,66,0,4,74511
up_proj,66,0,4,71615
act_fn,66,0,4,6080
down_proj,66,0,4,85695
final_layernorm,66,0,4,35328
lm_head,66,0,4,497356
embedding,67,0,4,7120
input_layernorm,67,0,4,35023
q_proj,67,0,4,29760
k_proj,67,0,4,17055
v_proj,67,0,4,16336
rope,67,0,4,33535
o_proj,67,0,4,30335
post_layernorm,67,0,4,35390
gate_proj,67,0,4,74559
up_proj,67,0,4,71615
act_fn,67,0,4,6192
down_proj,67,0,4,85774
final_layernorm,67,0,4,35472
lm_head,67,0,4,497661
embedding,68,0,4,7136
input_layernorm,68,0,4,35056
q_proj,68,0,4,29663
k_proj,68,0,4,16927
v_proj,68,0,4,16271
rope,68,0,4,33920
o_proj,68,0,4,30336
post_layernorm,68,0,4,35552
gate_proj,68,0,4,74656
up_proj,68,0,4,71631
act_fn,68,0,4,6224
down_proj,68,0,4,85919
final_layernorm,68,0,4,35712
lm_head,68,0,4,498108
embedding,69,0,4,7264
input_layernorm,69,0,4,35231
q_proj,69,0,4,29696
k_proj,69,0,4,16992
v_proj,69,0,4,16320
rope,69,0,4,33679
o_proj,69,0,4,30080
post_layernorm,69,0,4,35503
gate_proj,69,0,4,74688
up_proj,69,0,4,71840
act_fn,69,0,4,6239
down_proj,69,0,4,86112
final_layernorm,69,0,4,35598
lm_head,69,0,4,498236
embedding,70,0,4,7295
input_layernorm,70,0,4,35184
q_proj,70,0,4,29679
k_proj,70,0,4,16992
v_proj,70,0,4,16239
rope,70,0,4,33568
o_proj,70,0,4,30303
post_layernorm,70,0,4,35551
gate_proj,70,0,4,74800
up_proj,70,0,4,71775
act_fn,70,0,4,6256
down_proj,70,0,4,86032
final_layernorm,70,0,4,35632
lm_head,70,0,4,497901
embedding,71,0,4,7456
input_layernorm,71,0,4,35231
q_proj,71,0,4,29727
k_proj,71,0,4,16928
v_proj,71,0,4,16288
rope,71,0,4,33470
o_proj,71,0,4,30272
post_layernorm,71,0,4,35742
gate_proj,71,0,4,75264
up_proj,71,0,4,71823
act_fn,71,0,4,6272
down_proj,71,0,4,85839
final_layernorm,71,0,4,35648
lm_head,71,0,4,498972
embedding,72,0,4,7471
input_layernorm,72,0,4,34959
q_proj,72,0,4,29711
k_proj,72,0,4,16992
v_proj,72,0,4,16367
rope,72,0,4,33984
o_proj,72,0,4,30336
post_layernorm,72,0,4,35455
gate_proj,72,0,4,75183
up_proj,72,0,4,71936
act_fn,72,0,4,6288
down_proj,72,0,4,86078
final_layernorm,72,0,4,35296
lm_head,72,0,4,498652
embedding,73,0,4,7520
input_layernorm,73,0,4,38576
q_proj,73,0,4,29808
k_proj,73,0,4,16991
v_proj,73,0,4,16352
rope,73,0,4,34640
o_proj,73,0,4,30368
post_layernorm,73,0,4,39359
gate_proj,73,0,4,75071
