layer_name,input,kv_cache,tp_size,latency(ns)
o_proj,19,0,1,71631
post_layernorm,19,0,1,31247
gate_proj,19,0,1,214414
up_proj,19,0,1,217150
act_fn,19,0,1,6496
down_proj,19,0,1,349885
final_layernorm,19,0,1,31184
lm_head,19,0,1,1817311
embedding,20,0,1,4080
input_layernorm,20,0,1,30720
q_proj,20,0,1,79247
rope,20,0,1,35534
o_proj,20,0,1,71983
post_layernorm,20,0,1,31456
gate_proj,20,0,1,214894
up_proj,20,0,1,217262
act_fn,20,0,1,6720
down_proj,20,0,1,350925
final_layernorm,20,0,1,31261
lm_head,20,0,1,1820064
embedding,21,0,1,4095
input_layernorm,21,0,1,30751
q_proj,21,0,1,75615
rope,21,0,1,35311
o_proj,21,0,1,71808
post_layernorm,21,0,1,31487
gate_proj,21,0,1,215293
up_proj,21,0,1,216270
act_fn,21,0,1,6784
down_proj,21,0,1,349917
final_layernorm,21,0,1,31328
lm_head,21,0,1,1821343
embedding,22,0,1,4143
input_layernorm,22,0,1,30782
q_proj,22,0,1,75135
rope,22,0,1,35549
o_proj,22,0,1,71855
post_layernorm,22,0,1,31583
gate_proj,22,0,1,215150
up_proj,22,0,1,217166
act_fn,22,0,1,7008
down_proj,22,0,1,351198
final_layernorm,22,0,1,31568
lm_head,22,0,1,1823824
embedding,23,0,1,4288
input_layernorm,23,0,1,30800
q_proj,23,0,1,76303
rope,23,0,1,35374
o_proj,23,0,1,72031
post_layernorm,23,0,1,31632
gate_proj,23,0,1,222206
up_proj,23,0,1,222718
act_fn,23,0,1,7136
down_proj,23,0,1,351197
final_layernorm,23,0,1,31376
lm_head,23,0,1,1824784
embedding,24,0,1,4256
input_layernorm,24,0,1,30910
q_proj,24,0,1,75583
rope,24,0,1,35982
o_proj,24,0,1,72095
post_layernorm,24,0,1,31265
gate_proj,24,0,1,222126
up_proj,24,0,1,221326
act_fn,24,0,1,7296
down_proj,24,0,1,350605
final_layernorm,24,0,1,31232
lm_head,24,0,1,1828193
embedding,25,0,1,4336
input_layernorm,25,0,1,31136
q_proj,25,0,1,76735
rope,25,0,1,35630
o_proj,25,0,1,72735
post_layernorm,25,0,1,31839
gate_proj,25,0,1,223486
up_proj,25,0,1,221038
act_fn,25,0,1,7487
down_proj,25,0,1,352285
final_layernorm,25,0,1,31808
lm_head,25,0,1,1830289
embedding,26,0,1,4352
input_layernorm,26,0,1,31198
q_proj,26,0,1,77471
rope,26,0,1,35839
o_proj,26,0,1,72848
post_layernorm,26,0,1,31871
gate_proj,26,0,1,222766
up_proj,26,0,1,222286
act_fn,26,0,1,7600
down_proj,26,0,1,352125
final_layernorm,26,0,1,31936
lm_head,26,0,1,1832241
embedding,27,0,1,4368
input_layernorm,27,0,1,31295
q_proj,27,0,1,77856
rope,27,0,1,35648
o_proj,27,0,1,72783
post_layernorm,27,0,1,31920
gate_proj,27,0,1,223790
up_proj,27,0,1,221934
act_fn,27,0,1,7663
down_proj,27,0,1,353388
final_layernorm,27,0,1,31871
lm_head,27,0,1,1836689
embedding,28,0,1,4575
input_layernorm,28,0,1,31295
q_proj,28,0,1,77567
rope,28,0,1,36671
o_proj,28,0,1,72783
post_layernorm,28,0,1,31935
gate_proj,28,0,1,215886
up_proj,28,0,1,218302
act_fn,28,0,1,7616
down_proj,28,0,1,353709
final_layernorm,28,0,1,32016
lm_head,28,0,1,1836961
embedding,29,0,1,4608
input_layernorm,29,0,1,31552
q_proj,29,0,1,77183
rope,29,0,1,36383
o_proj,29,0,1,72688
post_layernorm,29,0,1,32303
gate_proj,29,0,1,215582
up_proj,29,0,1,217998
act_fn,29,0,1,7872
down_proj,29,0,1,353117
final_layernorm,29,0,1,32207
lm_head,29,0,1,1839393
embedding,30,0,1,4623
input_layernorm,30,0,1,31647
q_proj,30,0,1,77631
rope,30,0,1,36687
o_proj,30,0,1,72559
post_layernorm,30,0,1,32543
gate_proj,30,0,1,216750
up_proj,30,0,1,217710
act_fn,30,0,1,7967
down_proj,30,0,1,353774
final_layernorm,30,0,1,32225
lm_head,30,0,1,1840288
embedding,31,0,1,4592
input_layernorm,31,0,1,31584
q_proj,31,0,1,77951
rope,31,0,1,36480
o_proj,31,0,1,72255
post_layernorm,31,0,1,32272
gate_proj,31,0,1,215646
up_proj,31,0,1,217358
act_fn,31,0,1,7967
down_proj,31,0,1,353117
final_layernorm,31,0,1,32385
lm_head,31,0,1,1843985
embedding,32,0,1,4639
input_layernorm,32,0,1,32448
q_proj,32,0,1,76559
rope,32,0,1,37024
o_proj,32,0,1,72543
post_layernorm,32,0,1,32687
gate_proj,32,0,1,216030
up_proj,32,0,1,217966
act_fn,32,0,1,8160
down_proj,32,0,1,354749
final_layernorm,32,0,1,32752
lm_head,32,0,1,1845377
embedding,33,0,1,4687
input_layernorm,33,0,1,31472
q_proj,33,0,1,78687
k_proj,33,0,1,28736
v_proj,33,0,1,29679
rope,33,0,1,36671
o_proj,33,0,1,73135
post_layernorm,33,0,1,32255
gate_proj,33,0,1,215854
up_proj,33,0,1,217710
act_fn,33,0,1,8271
down_proj,33,0,1,355389
final_layernorm,33,0,1,32240
lm_head,33,0,1,1847073
embedding,34,0,1,4767
input_layernorm,34,0,1,31872
q_proj,34,0,1,78159
k_proj,34,0,1,29503
v_proj,34,0,1,30079
rope,34,0,1,37007
o_proj,34,0,1,72831
post_layernorm,34,0,1,32400
gate_proj,34,0,1,216126
up_proj,34,0,1,217838
act_fn,34,0,1,8416
down_proj,34,0,1,354461
final_layernorm,34,0,1,32287
lm_head,34,0,1,1846833
embedding,35,0,1,4800
input_layernorm,35,0,1,31888
q_proj,35,0,1,78015
k_proj,35,0,1,29535
v_proj,35,0,1,29760
rope,35,0,1,36736
o_proj,35,0,1,72880
post_layernorm,35,0,1,32303
gate_proj,35,0,1,216110
up_proj,35,0,1,217086
act_fn,35,0,1,8447
down_proj,35,0,1,354109
final_layernorm,35,0,1,32351
lm_head,35,0,1,1852817
embedding,36,0,1,4768
input_layernorm,36,0,1,32127
q_proj,36,0,1,78287
k_proj,36,0,1,29632
v_proj,36,0,1,30000
rope,36,0,1,37183
o_proj,36,0,1,73055
post_layernorm,36,0,1,32416
gate_proj,36,0,1,217678
up_proj,36,0,1,217565
act_fn,36,0,1,8528
down_proj,36,0,1,354253
final_layernorm,36,0,1,32495
lm_head,36,0,1,1852305
embedding,37,0,1,5344
input_layernorm,37,0,1,32480
q_proj,37,0,1,79647
k_proj,37,0,1,29632
v_proj,37,0,1,30111
rope,37,0,1,37726
o_proj,37,0,1,73407
post_layernorm,37,0,1,32944
gate_proj,37,0,1,217150
up_proj,37,0,1,217742
act_fn,37,0,1,8800
down_proj,37,0,1,355677
final_layernorm,37,0,1,32926
lm_head,37,0,1,1853330
embedding,38,0,1,5311
input_layernorm,38,0,1,32480
q_proj,38,0,1,78512
k_proj,38,0,1,29744
v_proj,38,0,1,30048
rope,38,0,1,37952
o_proj,38,0,1,73375
post_layernorm,38,0,1,32977
gate_proj,38,0,1,217406
up_proj,38,0,1,218574
act_fn,38,0,1,8864
down_proj,38,0,1,355677
final_layernorm,38,0,1,32896
lm_head,38,0,1,1859233
embedding,39,0,1,5296
input_layernorm,39,0,1,32799
q_proj,39,0,1,78511
k_proj,39,0,1,29840
v_proj,39,0,1,30175
rope,39,0,1,37791
o_proj,39,0,1,73231
post_layernorm,39,0,1,33119
gate_proj,39,0,1,217534
up_proj,39,0,1,218207
act_fn,39,0,1,8992
down_proj,39,0,1,356077
final_layernorm,39,0,1,33024
lm_head,39,0,1,1856514
embedding,40,0,1,5376
input_layernorm,40,0,1,32511
q_proj,40,0,1,78831
k_proj,40,0,1,30015
v_proj,40,0,1,30496
rope,40,0,1,38432
o_proj,40,0,1,73487
post_layernorm,40,0,1,32799
gate_proj,40,0,1,218078
up_proj,40,0,1,219135
act_fn,40,0,1,9120
down_proj,40,0,1,355741
final_layernorm,40,0,1,32926
lm_head,40,0,1,1860658
embedding,41,0,1,5503
input_layernorm,41,0,1,32544
q_proj,41,0,1,78879
k_proj,41,0,1,30224
v_proj,41,0,1,30400
rope,41,0,1,38047
o_proj,41,0,1,73535
post_layernorm,41,0,1,33311
gate_proj,41,0,1,218334
up_proj,41,0,1,220446
act_fn,41,0,1,9184
down_proj,41,0,1,355742
final_layernorm,41,0,1,33245
lm_head,41,0,1,1865762
embedding,42,0,1,5472
input_layernorm,42,0,1,32896
q_proj,42,0,1,78111
k_proj,42,0,1,30255
v_proj,42,0,1,30671
rope,42,0,1,38224
o_proj,42,0,1,73503
post_layernorm,42,0,1,33392
gate_proj,42,0,1,219022
up_proj,42,0,1,220126
act_fn,42,0,1,9248
down_proj,42,0,1,355421
final_layernorm,42,0,1,33359
lm_head,42,0,1,1862850
embedding,43,0,1,5519
input_layernorm,43,0,1,32640
q_proj,43,0,1,77967
k_proj,43,0,1,30336
v_proj,43,0,1,30896
rope,43,0,1,38207
o_proj,43,0,1,73279
post_layernorm,43,0,1,33472
gate_proj,43,0,1,220350
up_proj,43,0,1,220766
act_fn,43,0,1,9456
down_proj,43,0,1,356461
final_layernorm,43,0,1,33422
lm_head,43,0,1,1868097
embedding,44,0,1,5584
input_layernorm,44,0,1,32767
q_proj,44,0,1,79631
k_proj,44,0,1,30368
v_proj,44,0,1,30783
rope,44,0,1,38751
o_proj,44,0,1,73599
post_layernorm,44,0,1,33537
gate_proj,44,0,1,219758
up_proj,44,0,1,221358
act_fn,44,0,1,9808
down_proj,44,0,1,356109
final_layernorm,44,0,1,33487
lm_head,44,0,1,1868642
embedding,45,0,1,5632
input_layernorm,45,0,1,32768
q_proj,45,0,1,78896
k_proj,45,0,1,30480
v_proj,45,0,1,30719
rope,45,0,1,38302
o_proj,45,0,1,73951
post_layernorm,45,0,1,33823
gate_proj,45,0,1,220255
up_proj,45,0,1,221310
act_fn,45,0,1,10079
down_proj,45,0,1,356333
final_layernorm,45,0,1,33376
lm_head,45,0,1,1870354
embedding,46,0,1,5728
input_layernorm,46,0,1,32751
q_proj,46,0,1,78575
k_proj,46,0,1,30560
v_proj,46,0,1,30912
rope,46,0,1,38640
o_proj,46,0,1,73695
post_layernorm,46,0,1,33823
gate_proj,46,0,1,220254
up_proj,46,0,1,221934
act_fn,46,0,1,10208
down_proj,46,0,1,356285
final_layernorm,46,0,1,33488
lm_head,46,0,1,1870961
embedding,47,0,1,5696
input_layernorm,47,0,1,33342
q_proj,47,0,1,79359
k_proj,47,0,1,30575
v_proj,47,0,1,30992
rope,47,0,1,38416
o_proj,47,0,1,73855
post_layernorm,47,0,1,33760
gate_proj,47,0,1,220398
up_proj,47,0,1,221103
act_fn,47,0,1,10335
down_proj,47,0,1,357085
final_layernorm,47,0,1,33696
lm_head,47,0,1,1876226
embedding,48,0,1,5728
input_layernorm,48,0,1,33471
q_proj,48,0,1,80543
k_proj,48,0,1,30528
v_proj,48,0,1,30767
rope,48,0,1,38944
o_proj,48,0,1,74127
post_layernorm,48,0,1,34127
gate_proj,48,0,1,225342
up_proj,48,0,1,223118
act_fn,48,0,1,10335
down_proj,48,0,1,355565
final_layernorm,48,0,1,33712
lm_head,48,0,1,1876994
embedding,49,0,1,5808
input_layernorm,49,0,1,33296
q_proj,49,0,1,79327
k_proj,49,0,1,30623
v_proj,49,0,1,31184
rope,49,0,1,38497
o_proj,49,0,1,74335
post_layernorm,49,0,1,33856
gate_proj,49,0,1,224095
up_proj,49,0,1,222142
act_fn,49,0,1,10560
down_proj,49,0,1,358238
final_layernorm,49,0,1,33792
lm_head,49,0,1,1876563
embedding,50,0,1,5952
input_layernorm,50,0,1,33406
q_proj,50,0,1,78959
k_proj,50,0,1,30782
v_proj,50,0,1,31295
rope,50,0,1,38944
o_proj,50,0,1,74175
post_layernorm,50,0,1,33792
gate_proj,50,0,1,223790
up_proj,50,0,1,222782
act_fn,50,0,1,10832
down_proj,50,0,1,358109
final_layernorm,50,0,1,33903
lm_head,50,0,1,1883602
embedding,51,0,1,6048
input_layernorm,51,0,1,33568
q_proj,51,0,1,79583
k_proj,51,0,1,30896
v_proj,51,0,1,31391
rope,51,0,1,38734
o_proj,51,0,1,74479
post_layernorm,51,0,1,34223
gate_proj,51,0,1,224302
up_proj,51,0,1,222926
act_fn,51,0,1,11023
down_proj,51,0,1,358605
final_layernorm,51,0,1,33920
lm_head,51,0,1,1884770
embedding,52,0,1,5984
input_layernorm,52,0,1,33759
q_proj,52,0,1,79183
k_proj,52,0,1,30864
v_proj,52,0,1,31472
rope,52,0,1,39168
o_proj,52,0,1,74735
post_layernorm,52,0,1,34144
gate_proj,52,0,1,223646
up_proj,52,0,1,223678
act_fn,52,0,1,11006
down_proj,52,0,1,359869
final_layernorm,52,0,1,33968
lm_head,52,0,1,1885491
embedding,53,0,1,6048
input_layernorm,53,0,1,33807
q_proj,53,0,1,79759
k_proj,53,0,1,31039
v_proj,53,0,1,31471
rope,53,0,1,38847
o_proj,53,0,1,75247
post_layernorm,53,0,1,34080
gate_proj,53,0,1,223422
up_proj,53,0,1,222590
act_fn,53,0,1,11136
down_proj,53,0,1,360157
final_layernorm,53,0,1,33760
lm_head,53,0,1,1888803
embedding,54,0,1,6112
input_layernorm,54,0,1,33662
q_proj,54,0,1,80399
k_proj,54,0,1,30943
v_proj,54,0,1,31391
rope,54,0,1,39025
o_proj,54,0,1,73951
post_layernorm,54,0,1,33840
gate_proj,54,0,1,222462
up_proj,54,0,1,224734
act_fn,54,0,1,11120
down_proj,54,0,1,360382
final_layernorm,54,0,1,34256
lm_head,54,0,1,1891858
embedding,55,0,1,6368
input_layernorm,55,0,1,34016
q_proj,55,0,1,80415
k_proj,55,0,1,31072
v_proj,55,0,1,31471
rope,55,0,1,38991
o_proj,55,0,1,76319
post_layernorm,55,0,1,34079
gate_proj,55,0,1,223870
up_proj,55,0,1,223710
act_fn,55,0,1,11648
down_proj,55,0,1,361326
final_layernorm,55,0,1,34400
lm_head,55,0,1,1891442
embedding,56,0,1,6399
input_layernorm,56,0,1,33728
q_proj,56,0,1,80383
k_proj,56,0,1,31232
v_proj,56,0,1,31679
rope,56,0,1,39551
o_proj,56,0,1,75728
post_layernorm,56,0,1,33920
gate_proj,56,0,1,222798
up_proj,56,0,1,223022
act_fn,56,0,1,11743
down_proj,56,0,1,361437
final_layernorm,56,0,1,34159
lm_head,56,0,1,1897523
embedding,57,0,1,6496
input_layernorm,57,0,1,34047
q_proj,57,0,1,80527
k_proj,57,0,1,31264
v_proj,57,0,1,31647
rope,57,0,1,39151
o_proj,57,0,1,75775
post_layernorm,57,0,1,34255
gate_proj,57,0,1,224686
up_proj,57,0,1,223949
act_fn,57,0,1,11935
down_proj,57,0,1,361630
final_layernorm,57,0,1,34400
lm_head,57,0,1,1898083
embedding,58,0,1,6512
input_layernorm,58,0,1,34208
q_proj,58,0,1,81087
k_proj,58,0,1,31280
v_proj,58,0,1,31759
rope,58,0,1,39489
o_proj,58,0,1,75711
post_layernorm,58,0,1,34384
gate_proj,58,0,1,224190
up_proj,58,0,1,223566
act_fn,58,0,1,12176
down_proj,58,0,1,361197
final_layernorm,58,0,1,34623
lm_head,58,0,1,1899634
embedding,59,0,1,6528
input_layernorm,59,0,1,33871
q_proj,59,0,1,79791
k_proj,59,0,1,31199
v_proj,59,0,1,31648
rope,59,0,1,39168
o_proj,59,0,1,75086
post_layernorm,59,0,1,34352
gate_proj,59,0,1,223198
up_proj,59,0,1,222718
act_fn,59,0,1,12287
down_proj,59,0,1,360045
final_layernorm,59,0,1,34431
lm_head,59,0,1,1899843
embedding,60,0,1,6719
input_layernorm,60,0,1,34032
q_proj,60,0,1,80192
k_proj,60,0,1,31360
v_proj,60,0,1,31919
rope,60,0,1,39887
o_proj,60,0,1,75887
post_layernorm,60,0,1,34720
gate_proj,60,0,1,224414
up_proj,60,0,1,224238
act_fn,60,0,1,12656
down_proj,60,0,1,362221
final_layernorm,60,0,1,34848
lm_head,60,0,1,1901427
embedding,61,0,1,6607
input_layernorm,61,0,1,34064
q_proj,61,0,1,79439
k_proj,61,0,1,31296
v_proj,61,0,1,31823
rope,61,0,1,39552
o_proj,61,0,1,76447
post_layernorm,61,0,1,34831
gate_proj,61,0,1,225614
up_proj,61,0,1,223998
act_fn,61,0,1,12544
down_proj,61,0,1,359933
final_layernorm,61,0,1,34335
lm_head,61,0,1,1899539
embedding,62,0,1,6720
input_layernorm,62,0,1,34367
q_proj,62,0,1,80271
k_proj,62,0,1,31439
v_proj,62,0,1,32032
rope,62,0,1,40001
o_proj,62,0,1,76479
post_layernorm,62,0,1,35007
gate_proj,62,0,1,224798
up_proj,62,0,1,225711
act_fn,62,0,1,13279
down_proj,62,0,1,361357
final_layernorm,62,0,1,34464
lm_head,62,0,1,1907091
embedding,63,0,1,6736
input_layernorm,63,0,1,34367
q_proj,63,0,1,80143
k_proj,63,0,1,31455
v_proj,63,0,1,32000
rope,63,0,1,39774
o_proj,63,0,1,76303
post_layernorm,63,0,1,34912
gate_proj,63,0,1,225358
up_proj,63,0,1,225551
act_fn,63,0,1,13296
down_proj,63,0,1,360829
final_layernorm,63,0,1,34559
lm_head,63,0,1,1905459
embedding,64,0,1,6848
input_layernorm,64,0,1,34367
q_proj,64,0,1,80431
k_proj,64,0,1,31600
v_proj,64,0,1,32191
rope,64,0,1,40352
o_proj,64,0,1,77663
post_layernorm,64,0,1,34832
gate_proj,64,0,1,224798
up_proj,64,0,1,224094
act_fn,64,0,1,13696
down_proj,64,0,1,360285
final_layernorm,64,0,1,34752
lm_head,64,0,1,1911155
embedding,65,0,1,7200
input_layernorm,65,0,1,34879
q_proj,65,0,1,78591
k_proj,65,0,1,28480
v_proj,65,0,1,29984
rope,65,0,1,39967
o_proj,65,0,1,77360
post_layernorm,65,0,1,35361
gate_proj,65,0,1,239134
up_proj,65,0,1,235902
act_fn,65,0,1,13489
down_proj,65,0,1,329933
final_layernorm,65,0,1,35074
lm_head,65,0,1,1856883
embedding,66,0,1,7168
input_layernorm,66,0,1,34527
q_proj,66,0,1,78623
k_proj,66,0,1,28544
v_proj,66,0,1,30031
rope,66,0,1,40271
o_proj,66,0,1,77919
post_layernorm,66,0,1,35023
gate_proj,66,0,1,238398
up_proj,66,0,1,234735
act_fn,66,0,1,13664
down_proj,66,0,1,330893
final_layernorm,66,0,1,34736
lm_head,66,0,1,1860564
embedding,67,0,1,7264
input_layernorm,67,0,1,34784
q_proj,67,0,1,78336
k_proj,67,0,1,28768
v_proj,67,0,1,30064
rope,67,0,1,40159
o_proj,67,0,1,77999
post_layernorm,67,0,1,35344
gate_proj,67,0,1,238654
up_proj,67,0,1,236526
act_fn,67,0,1,14144
down_proj,67,0,1,330925
final_layernorm,67,0,1,35168
lm_head,67,0,1,1859891
embedding,68,0,1,7392
input_layernorm,68,0,1,34720
q_proj,68,0,1,79375
k_proj,68,0,1,28656
v_proj,68,0,1,30158
rope,68,0,1,40752
o_proj,68,0,1,78159
post_layernorm,68,0,1,35423
gate_proj,68,0,1,238654
up_proj,68,0,1,235534
act_fn,68,0,1,14336
down_proj,68,0,1,330974
final_layernorm,68,0,1,35200
lm_head,68,0,1,1862228
embedding,69,0,1,7488
input_layernorm,69,0,1,34928
q_proj,69,0,1,79295
k_proj,69,0,1,28624
v_proj,69,0,1,30273
rope,69,0,1,40385
o_proj,69,0,1,78080
post_layernorm,69,0,1,35521
gate_proj,69,0,1,238270
up_proj,69,0,1,235470
act_fn,69,0,1,14816
down_proj,69,0,1,331917
final_layernorm,69,0,1,35232
lm_head,69,0,1,1861844
embedding,70,0,1,7504
input_layernorm,70,0,1,34703
q_proj,70,0,1,78719
k_proj,70,0,1,28736
v_proj,70,0,1,30143
rope,70,0,1,40543
o_proj,70,0,1,77951
post_layernorm,70,0,1,35391
gate_proj,70,0,1,238462
up_proj,70,0,1,235614
act_fn,70,0,1,14960
down_proj,70,0,1,331357
final_layernorm,70,0,1,35008
lm_head,70,0,1,1863540
embedding,71,0,1,7744
input_layernorm,71,0,1,35007
q_proj,71,0,1,78831
k_proj,71,0,1,28719
v_proj,71,0,1,30352
rope,71,0,1,40272
o_proj,71,0,1,78095
post_layernorm,71,0,1,35456
gate_proj,71,0,1,238750
up_proj,71,0,1,236094
act_fn,71,0,1,15295
down_proj,71,0,1,332478
final_layernorm,71,0,1,35296
lm_head,71,0,1,1865028
embedding,72,0,1,7792
input_layernorm,72,0,1,34672
q_proj,72,0,1,78911
k_proj,72,0,1,28816
v_proj,72,0,1,30399
rope,72,0,1,41328
o_proj,72,0,1,78352
post_layernorm,72,0,1,35135
gate_proj,72,0,1,239086
up_proj,72,0,1,236767
act_fn,72,0,1,15647
down_proj,72,0,1,331501
final_layernorm,72,0,1,34960
lm_head,72,0,1,1866420
embedding,73,0,1,7632
input_layernorm,73,0,1,38207
q_proj,73,0,1,79616
k_proj,73,0,1,28992
v_proj,73,0,1,30368
rope,73,0,1,45663
o_proj,73,0,1,78927
post_layernorm,73,0,1,39039
gate_proj,73,0,1,239902
up_proj,73,0,1,237566
act_fn,73,0,1,16000
down_proj,73,0,1,332014
final_layernorm,73,0,1,38864
lm_head,73,0,1,1874485
embedding,74,0,1,7680
input_layernorm,74,0,1,38608
q_proj,74,0,1,78879
k_proj,74,0,1,28848
v_proj,74,0,1,30368
rope,74,0,1,46096
o_proj,74,0,1,77904
post_layernorm,74,0,1,39103
gate_proj,74,0,1,238510
up_proj,74,0,1,235566
act_fn,74,0,1,15680
down_proj,74,0,1,330990
